---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:41
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: GSC
    type: factor
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,GSC,LnA,LnV
Seed(sc=AB),B,BC,-7.24219701180832,-7.65771245576999
Seed(sc=AB),D,DE,-7.86096798899296,-8.27648343295463
Seed(sc=AB),B,BC,-5.40754989915904,-5.82306534312071
Seed(sc=AB),B,BC,-6.65741518951178,-7.07293063347344
Seed(sc=AB),D,DE,-7.96767392834785,-8.38318937230952
Seed(sc=AB),D,BC,-7.53565176088551,-7.95116720484717
Seed(sc=AB),B,DE,-6.15530429558497,-6.57081973954664
Seed(sc=AB),B,BC,-7.91835888705183,-8.3338743310135
Seed(sc=AB),D,DE,-7.50008942031509,-7.91560486427676
Seed(sc=AB),D,DE,-6.46607157572164,-6.8815870196833
Seed(sc=AB),B,BC,-8.47081171175116,-8.88632715571283
Seed(sc=AB),B,BC,-4.53068424391566,-4.94619968787733
Seed(sc=AB),D,DE,-4.99902434731038,-5.41453979127204
Seed(sc=AB),D,DE,-5.7141545600312,-6.12967000399287
Seed(sc=AB),B,BC,-9.04744826772886,-9.46296371169052
Seed(sc=AB),B,BC,-9.00609979838371,-9.42161524234538
Seed(sc=AB),B,BC,-9.14226795692941,-9.55778340089108
Seed(sc=AB),B,AB,-8.32736607590591,-8.74288151986757
Seed(sc=AB),B,AB,-8.87337582393074,-9.28889126789241
Seed(sc=AB),B,DE,-6.45210707009227,-6.86762251405394
Seed(sc=AB),B,BC,-8.75857522453081,-9.17409066849247
Seed(sc=AB),D,DE,-5.15932050258369,-5.57483594654536
Seed(sc=AB),B,BC,-8.23688704874788,-8.65240249270954
Seed(sc=AB),B,BC,-7.24849163283559,-7.66400707679726
Seed(sc=AB),B,BC,-7.54407914034541,-7.95959458430708
Seed(sc=AB),D,BC,-5.865969985957,-6.28148542991866
Seed(sc=AB),E,DE,-5.47060619872354,-5.8861216426852
Seed(sc=AB),B,BC,-6.03397475126427,-6.44949019522594
Seed(sc=AB),E,DE,-8.62033167437084,-9.03584711833251
Seed(sc=AB),A,AB,-5.34308646416742,-5.75860190812909
Seed(sc=AB),E,DE,-5.293483059096,-5.70899850305767
Seed(sc=AB),D,DE,-4.9028027988126,-5.31831824277426
Seed(sc=AB),D,DE,-6.73871333523023,-7.15422877919189
Seed(sc=AB),E,DE,-5.72037018059524,-6.1358856245569
Seed(sc=AB),D,DE,-5.23024016516411,-5.64575560912577
Seed(sc=AB),B,DE,-4.50441851071959,-4.91993395468125
Seed(sc=AB),D,DE,-4.96877343012406,-5.38428887408572
Seed(sc=AB),B,BC,-6.65649506310908,-7.07201050707075
Seed(sc=AB),D,DE,-3.87627560567205,-4.29179104963371
Seed(sc=AB),D,DE,-5.73067729450754,-6.14619273846921
Seed(sc=AB),B,AB,-5.85001296279036,-6.26552840675203
Seed(sc=AB),D,BC,-6.91678201364426,-7.33229745760593
Seed(sc=AB),E,DE,-4.8022119395526,-5.21772738351426
Seed(sc=AB),D,DE,-5.83163218516547,-6.24714762912714
Seed(sc=AB),B,BC,-7.61781061909755,-8.03332606305922
Seed(sc=AB),B,BC,-7.7148996347667,-8.13041507872836
Seed(sc=AB),D,DE,-7.52270097229385,-7.93821641625551
Seed(sc=AB),D,DE,-7.33404319618429,-7.74955864014596
Seed(sc=AB),B,BC,-6.16055902979503,-6.5760744737567
Seed(sc=AB),D,DE,-8.61068751986743,-9.0262029638291
Seed(sc=AB),E,BC,-7.07055603622998,-7.48607148019164
Seed(sc=AB),B,BC,-7.03810110585244,-7.4536165498141
Seed(sc=AB),B,BC,-7.19768025212212,-7.61319569608378
Seed(sc=AB),B,BC,-7.26036557327873,-7.6758810172404
Seed(sc=AB),B,BC,-5.60746597932202,-6.02298142328368
Seed(sc=AB),B,BC,-6.26978372381275,-6.68529916777442
Seed(sc=AB),E,DE,-4.62191618425373,-5.03743162821539
Seed(sc=AB),B,DE,-4.88758049116915,-5.30309593513082
Seed(sc=AB),D,DE,-6.30931889142084,-6.7248343353825
Seed(sc=AB),B,BC,-7.02872774525897,-7.44424318922063
Seed(sc=AB),B,BC,-8.30989304665803,-8.72540849061969
Seed(sc=AB),D,DE,-6.08067253690835,-6.49618798087002
Seed(sc=AB),B,BC,-5.08936100301954,-5.50487644698121
Seed(sc=AB),B,BC,-7.32798404687669,-7.74349949083836
Seed(sc=AB),D,DE,-5.52185763558469,-5.93737307954635
Seed(sc=AB),D,DE,-3.35625539109688,-3.77177083505854
Seed(sc=AB),B,BC,-6.91350549505932,-7.32902093902099
Seed(sc=AB),D,DE,-8.29974815490406,-8.71526359886573
Seed(sc=AB),B,BC,-8.67759985476839,-9.09311529873005
Seed(sc=AB),E,DE,-7.3187274245101,-7.73424286847176
Seed(sc=AB),B,DE,-6.35644790195726,-6.77196334591893
Seed(sc=AB),B,BC,-7.39870055147242,-7.81421599543409
Seed(sc=AB),D,DE,-5.6968440677216,-6.11235951168326
Seed(sc=AB),B,BC,-7.84201831975137,-8.25753376371303
Seed(sc=AB),E,DE,-6.28542892937179,-6.70094437333345
Seed(sc=AB),B,BC,-8.8991738985828,-9.31468934254446
Seed(sc=AB),D,DE,-8.48853544338266,-8.90405088734433
Seed(sc=AB),D,DE,-6.55061967730434,-6.96613512126601
Seed(sc=AB),D,DE,-6.60734630192776,-7.02286174588942
Seed(sc=AB),D,DE,-7.39572210775951,-7.81123755172118
Seed(sc=AB),D,DE,-6.31969862334271,-6.73521406730438
Seed(sc=AB),D,DE,-7.13743612087361,-7.55295156483527
Seed(sc=AB),D,DE,-8.76632412437617,-9.18183956833784
Seed(sc=AB),B,DE,-6.09267572469237,-6.50819116865403
Seed(sc=AB),E,DE,-7.07012357446471,-7.48563901842637
Seed(sc=AB),D,BC,-5.41619358686373,-5.8317090308254
Seed(sc=AB),D,DE,-8.11089311494592,-8.52640855890758
Seed(sc=AB),D,DE,-7.497301914023,-7.91281735798466
Seed(sc=AB),B,BC,-7.31549432842714,-7.7310097723888
Seed(sc=AB),D,DE,-6.85501410093534,-7.27052954489701
Seed(sc=AB),D,DE,-7.40995135107562,-7.82546679503729
Seed(sc=AB),B,AB,-7.76145217004135,-8.17696761400301
Seed(sc=AB),D,DE,-6.9398986724628,-7.35541411642447
Seed(sc=AB),B,BC,-7.95609508485376,-8.37161052881543
Seed(sc=AB),E,DE,-4.2594131581971,-4.67492860215876
Seed(sc=AB),D,DE,-6.42059252289506,-6.83610796685672
Seed(sc=AB),A,AB,-5.98877836925091,-6.40429381321257
Seed(sc=AB),D,DE,-7.5667107684284,-7.98222621239006
Seed(sc=AB),D,DE,-4.21722854870436,-4.63274399266602
Seed(sc=AB),B,BC,-8.08509659338471,-8.50061203734638
Seed(sc=AB),D,DE,-5.63178487806071,-6.04730032202238
Seed(sc=AB),B,BC,-4.52453255735038,-4.94004800131205
Seed(sc=AB),B,BC,-8.27580635080923,-8.69132179477089
Seed(sc=AB),B,BC,-5.62634005099077,-6.04185549495244
Seed(sc=AB),D,DE,-5.01578709438871,-5.43130253835037
Seed(sc=AB),D,DE,-6.17694167267717,-6.59245711663884
Seed(sc=AB),D,DE,-8.31438235163514,-8.72989779559681
Seed(sc=AB),B,AB,-5.9286205692577,-6.34413601321937
Seed(sc=AB),B,BC,-6.63789613688422,-7.05341158084588
Seed(sc=AB),B,DE,-7.42131275583875,-7.83682819980042
Seed(sc=AB),D,DE,-8.01406464186863,-8.4295800858303
Seed(sc=AB),D,DE,-6.52172605230179,-6.93724149626345
Seed(sc=AB),B,DE,-5.73859699674718,-6.15411244070885
Seed(sc=AB),D,DE,-5.55891810226906,-5.97443354623073
Seed(sc=AB),B,BC,-5.92458495000843,-6.3401003939701
Seed(sc=AB),B,BC,-8.3012855377315,-8.71680098169316
Seed(sc=AB),B,BC,-7.00938401399262,-7.42489945795429
Seed(sc=AB),D,DE,-7.41560268100153,-7.83111812496319
Seed(sc=AB),D,DE,-8.2338836302963,-8.64939907425796
Seed(sc=AB),D,DE,-7.349032495467,-7.76454793942867
Seed(sc=AB),B,BC,-8.13038952809762,-8.54590497205928
Seed(sc=AB),B,DE,-5.45539197638528,-5.87090742034695
Seed(sc=AB),D,DE,-5.16443362158645,-5.57994906554812
Seed(sc=AB),D,DE,-8.28266056890704,-8.69817601286871
Seed(sc=AB),D,DE,-7.05257876492841,-7.46809420889007
Seed(sc=AB),B,BC,-8.2777487781886,-8.69326422215026
Seed(sc=AB),D,DE,-6.95003423577098,-7.36554967973264
Seed(sc=AB),B,BC,-3.38579616639074,-3.8013116103524
Seed(sc=AB),D,DE,-8.22786996712407,-8.64338541108573
Seed(sc=AB),D,DE,-8.4831208259655,-8.89863626992716
Seed(sc=AB),D,DE,-6.51185623890928,-6.92737168287095
Seed(sc=AB),B,BC,-8.7930452167884,-9.20856066075006
Seed(sc=AB),D,DE,-6.17058950840302,-6.58610495236469
Seed(sc=AB),D,DE,-6.45583869417401,-6.87135413813568
Seed(sc=AB),D,DE,-8.11549801115802,-8.53101345511969
Seed(sc=AB),B,DE,-5.59740368865067,-6.01291913261234
Seed(sc=AB),D,DE,-7.37130937154879,-7.78682481551045
Seed(sc=AB),E,DE,-6.31166729209797,-6.72718273605963
Seed(sc=AB),D,DE,-5.45678877115116,-5.87230421511282
Seed(sc=AB),D,DE,-5.30637671999882,-5.72189216396048
Seed(sc=AB),E,DE,-6.21349719311517,-6.62901263707684
Seed(sc=AB),B,BC,-9.17068807975909,-9.58620352372075
Seed(sc=AB),B,BC,-8.25844993048278,-8.67396537444445
Seed(sc=AB),D,DE,-6.8604679300495,-7.27598337401116
Seed(sc=AB),A,AB,-9.09037386541247,-9.50588930937414
Seed(sc=AB),D,DE,-6.60404649393786,-7.01956193789952
Seed(sc=AB),D,DE,-6.77512535528539,-7.19064079924705
Seed(sc=AB),A,AB,-7.19933052123954,-7.6148459652012
Seed(sc=AB),D,DE,-3.46970836836519,-3.88522381232685
Seed(sc=AB),D,DE,-6.47241404818101,-6.88792949214268
Seed(sc=AB),E,DE,-6.14817629961886,-6.56369174358052
Seed(sc=AB),D,DE,-8.13130758809607,-8.54682303205774
Seed(sc=AB),D,DE,-7.15801737013764,-7.5735328140993
Seed(sc=AB),D,DE,-3.29407260996045,-3.70958805392212
Seed(sc=AB),D,DE,-3.50808175261332,-3.92359719657498
Seed(sc=AB),D,DE,-2.29236543647869,-2.70788088044036
Seed(sc=AB),D,DE,-7.70436153515188,-8.11987697911355
Seed(sc=AB),D,DE,-7.15343942510509,-7.56895486906675
Seed(sc=AB),B,BC,-6.95664737862004,-7.37216282258171
Seed(sc=AB),D,DE,-6.81727098382534,-7.23278642778701
Seed(sc=AB),B,BC,-4.32465618868983,-4.74017163265149
Seed(sc=AB),B,BC,-8.66764928143945,-9.08316472540112
Seed(sc=AB),B,BC,-7.4669489404391,-7.88246438440077
Seed(sc=AB),B,BC,-8.69418388773496,-9.10969933169662
Seed(sc=AB),D,DE,-8.34210048289957,-8.75761592686124
Seed(sc=AB),D,DE,-6.08051393817624,-6.4960293821379
Seed(sc=AB),D,DE,-7.70687304196112,-8.12238848592279
Seed(sc=AB),D,DE,-3.9614558665218,-4.37697131048347
Seed(sc=AB),B,BC,-6.94785346712345,-7.36336891108512
Seed(sc=AB),B,BC,-8.26436432272111,-8.67987976668278
Seed(sc=AB),B,BC,-7.76947953880012,-8.18499498276179
Seed(sc=AB),D,DE,-8.08739102287966,-8.50290646684132
Seed(sc=AB),D,DE,-7.06096610310727,-7.47648154706893
Seed(sc=AB),D,DE,-7.67927155383657,-8.09478699779823
Seed(sc=AB),D,DE,-8.03722936559737,-8.45274480955903
Seed(sc=AB),D,DE,-6.91495032523401,-7.33046576919568
Seed(sc=AB),D,DE,-7.41169598265719,-7.82721142661886
Seed(sc=AB),D,DE,-7.88046621331336,-8.29598165727503
Seed(sc=AB),D,DE,-8.97670016779258,-9.39221561175424
Seed(sc=AB),D,DE,-5.46090212754551,-5.87641757150718
Seed(sc=AB),D,DE,-6.39583557628491,-6.81135102024657
Seed(sc=AB),B,DE,-8.08113274397126,-8.49664818793293
Seed(sc=AB),D,DE,-5.87454015609763,-6.29005560005929
Seed(sc=AB),D,DE,-8.96663353587179,-9.38214897983345
Seed(sc=AB),D,DE,-8.17207969627926,-8.58759514024092
Seed(sc=AB),B,BC,-7.44868158173776,-7.86419702569942
Seed(sc=AB),B,BC,-6.07200889862581,-6.48752434258747
Seed(sc=AB),E,DE,-5.26636901970021,-5.68188446366187
Seed(sc=AB),D,DE,-8.5719325887704,-8.98744803273207
Seed(sc=AB),B,BC,-7.39264878702411,-7.80816423098577
Seed(sc=AB),B,BC,-7.26705376804737,-7.68256921200904
Seed(sc=AB),D,DE,-5.02639595042924,-5.4419113943909
Seed(sc=AB),D,DE,-8.16335418345342,-8.57886962741509
Seed(sc=AB),D,DE,-4.68454088406675,-5.10005632802842
Seed(sc=AB),D,DE,-6.10347859056456,-6.51899403452622
Seed(sc=AB),D,DE,-7.45230415954555,-7.86781960350721
Seed(sc=AB),D,DE,-6.35641700465459,-6.77193244861625
Seed(sc=AB),D,DE,-7.05750134187006,-7.47301678583173
Seed(sc=AB),E,DE,-3.41479562401677,-3.83031106797844
Seed(sc=AB),D,DE,-3.67957216259926,-4.09508760656093
Seed(sc=AB),B,BC,-5.54980776201448,-5.96532320597615
Seed(sc=AB),B,BC,-8.2071822298858,-8.62269767384746
Seed(sc=AB),B,AB,-7.55784580075822,-7.97336124471988
Seed(sc=AB),B,BC,-6.82198038944972,-7.23749583341139
Seed(sc=AB),D,DE,-7.51292528958149,-7.92844073354316
Seed(sc=AB),D,BC,-5.71546746384352,-6.13098290780518
Seed(sc=AB),D,BC,-3.19010105819801,-3.60561650215968
Seed(sc=AB),E,DE,-6.4540059127132,-6.86952135667487
Seed(sc=AB),A,AB,-8.59741386925358,-9.01292931321525
Seed(sc=AB),D,DE,-3.09784176766052,-3.51335721162218
Seed(sc=AB),D,DE,-5.03028738231534,-5.44580282627701
Seed(sc=AB),D,DE,-4.84931128975869,-5.26482673372036
Seed(sc=AB),B,DE,-9.1112424170229,-9.52675786098457
Seed(sc=AB),E,DE,-6.36386664791593,-6.77938209187759
Seed(sc=AB),D,DE,-4.2517259984084,-4.66724144237006
Seed(sc=AB),B,AB,-6.17711729562696,-6.59263273958862
Seed(sc=AB),D,DE,-6.14771796876155,-6.56323341272322
Seed(sc=AB),D,DE,-6.22858671647185,-6.64410216043351
Seed(sc=AB),B,BC,-6.74751585027706,-7.16303129423872
Seed(sc=AB),D,DE,-4.33670645766809,-4.75222190162975
Seed(sc=AB),D,DE,-6.7896829591369,-7.20519840309856
Seed(sc=AB),D,DE,-7.2895921999581,-7.70510764391976
Seed(sc=AB),D,DE,-4.72471633584019,-5.14023177980186
Seed(sc=AB),E,DE,-3.87235057306488,-4.28786601702655
Seed(sc=AB),D,DE,-6.81057498545229,-7.22609042941395
Seed(sc=AB),B,DE,-7.69747310418761,-8.11298854814927
Seed(sc=AB),D,DE,-4.84037844822168,-5.25589389218334
Seed(sc=AB),D,DE,-3.9882196217329,-4.40373506569456
Seed(sc=AB),E,DE,-4.28830227598538,-4.70381771994705
Seed(sc=AB),B,DE,-6.10675131369351,-6.52226675765517
Seed(sc=AB),B,BC,-5.31280372584466,-5.72831916980633
Seed(sc=AB),D,DE,-3.12811887298849,-3.54363431695016
Seed(sc=AB),D,DE,-6.12471954602101,-6.54023498998267
Seed(sc=AB),D,DE,-6.03274608569437,-6.44826152965603
Seed(sc=AB),E,DE,-7.03454610436609,-7.45006154832776
Seed(sc=AB),D,DE,-8.42058417708332,-8.83609962104499
Seed(sc=AB),D,DE,-8.41025166407975,-8.82576710804141
Seed(sc=AB),D,DE,-8.44206734684488,-8.85758279080655
Seed(sc=AB),E,DE,-1.36105542943965,-1.77657087340132
Seed(sc=AB),D,DE,-2.86322515318849,-3.27874059715015
Seed(sc=AB),D,DE,-3.8186073380117,-4.23412278197336
Seed(sc=AB),D,DE,-7.12779087652629,-7.54330632048795
Seed(sc=AB),D,DE,-8.14231632163602,-8.55783176559768
Seed(sc=AB),D,DE,-7.25862898026588,-7.67414442422755
Seed(sc=AB),A,AB,-9.19563720855922,-9.61115265252089
Seed(sc=AB),B,BC,-8.13999142823328,-8.55550687219495
Seed(sc=AB),A,AB,-9.11643898011096,-9.53195442407263
Seed(sc=AB),D,BC,-5.96283121604451,-6.37834666000617
Seed(sc=AB),D,DE,-7.12646800168862,-7.54198344565028
Seed(sc=AB),D,DE,-8.12288101020018,-8.53839645416184
Seed(sc=AB),D,DE,-5.12298850599364,-5.5385039499553
Seed(sc=AB),D,BC,-7.89768902377723,-8.3132044677389
Seed(sc=AB),B,BC,-8.24925834400487,-8.66477378796653
Seed(sc=AB),D,DE,-5.75505698690333,-6.17057243086499
Seed(sc=AB),D,DE,-7.23358957124075,-7.64910501520241
Seed(sc=AB),B,BC,-9.05087605812666,-9.46639150208832
Seed(sc=AB),D,DE,-3.95794672066186,-4.37346216462352
Seed(sc=AB),D,DE,-4.6719621607527,-5.08747760471437
Seed(sc=AB),D,DE,-4.3290082031724,-4.74452364713407
Seed(sc=AB),B,DE,-6.02345905143594,-6.43897449539761
Seed(sc=AB),B,BC,-5.43349734933732,-5.84901279329898
Seed(sc=AB),D,DE,-6.90560796886734,-7.321123412829
Seed(sc=AB),D,DE,-7.11467876786296,-7.53019421182462
Seed(sc=AB),B,BC,-8.40794316452721,-8.82345860848887
Seed(sc=AB),B,BC,-7.49681160135083,-7.91232704531249
Seed(sc=AB),D,DE,-6.6421534983902,-7.05766894235187
Seed(sc=AB),B,BC,-7.80233658083348,-8.21785202479515
Seed(sc=AB),B,AB,-6.16663160585685,-6.58214704981852
Seed(sc=AB),D,DE,-3.55928289742594,-3.9747983413876
Seed(sc=AB),D,DE,-1.58229573001524,-1.9978111739769
Seed(sc=AB),B,BC,-6.40649397896983,-6.82200942293149
Seed(sc=AB),D,DE,-7.60451182565178,-8.02002726961344
Seed(sc=AB),D,DE,-8.05308648449029,-8.46860192845196
Seed(sc=AB),B,BC,-8.30132686653247,-8.71684231049414
Seed(sc=AB),D,DE,-7.07334015766535,-7.48885560162702
Seed(sc=AB),B,BC,-8.41913818899619,-8.83465363295786
Seed(sc=AB),B,BC,-8.06396347337214,-8.4794789173338
Seed(sc=AB),E,DE,-6.39743377298127,-6.81294921694294
Seed(sc=AB),D,DE,-7.13689343940123,-7.5524088833629
Seed(sc=AB),D,DE,-8.34176951176412,-8.75728495572579
Seed(sc=AB),B,BC,-5.932093497126,-6.34760894108766
Seed(sc=AB),D,DE,-5.75231469044168,-6.16783013440335
Seed(sc=AB),D,DE,-1.40017763404215,-1.81569307800382
Seed(sc=AB),D,DE,-7.57753010265381,-7.99304554661548
Seed(sc=AB),D,DE,-6.33071460196012,-6.74623004592178
Seed(sc=AB),B,DE,-2.52006044627216,-2.93557589023382
Seed(sc=AB),D,DE,-1.50618093675281,-1.92169638071447
Seed(sc=AB),D,DE,-3.97921471394448,-4.39473015790614
Seed(sc=AB),B,BC,-4.18297328024864,-4.59848872421031
Seed(sc=AB),E,DE,-7.37892729671423,-7.7944427406759
Seed(sc=AB),D,DE,-5.44447116056331,-5.85998660452497
Seed(sc=AB),D,DE,-4.88803008420569,-5.30354552816735
Seed(sc=AB),D,DE,-8.70277862022202,-9.11829406418369
Seed(sc=AB),E,DE,-6.06165837251961,-6.47717381648128
Seed(sc=AB),D,DE,-6.72364081075615,-7.13915625471782
Seed(sc=AB),B,BC,-8.39727385213991,-8.81278929610158
Seed(sc=AB),D,DE,-8.86713089185218,-9.28264633581384
Seed(sc=AB),D,DE,-4.66663917580411,-5.08215461976577
Seed(sc=AB),D,DE,-5.9516665306495,-6.36718197461117
Seed(sc=AB),D,BC,-8.12790853050914,-8.54342397447081
Seed(sc=AB),B,BC,-5.32673407708465,-5.74224952104632
Seed(sc=AB),B,BC,-6.09718825145796,-6.51270369541962
Seed(sc=AB),D,DE,-2.92354385405964,-3.3390592980213
Seed(sc=AB),D,BC,-6.92059266594022,-7.33610810990189
Seed(sc=AB),D,DE,-6.31470575214546,-6.73022119610713
Seed(sc=AB),D,DE,-5.66480145713714,-6.0803169010988
Seed(sc=AB),D,DE,-5.36333205651264,-5.77884750047431
Seed(sc=AB),B,AB,-6.98757636814795,-7.40309181210961
Seed(sc=AB),D,DE,-4.69583146617037,-5.11134691013204
Seed(sc=AB),D,DE,-5.22661303771879,-5.64212848168045
Seed(sc=AB),D,DE,-5.53381125284769,-5.94932669680935
Seed(sc=AB),D,DE,-6.36241041977346,-6.77792586373512
Seed(sc=AB),D,DE,-7.01747099752933,-7.432986441491
Seed(sc=AB),D,DE,-6.27244055579552,-6.68795599975718
Seed(sc=AB),B,BC,-8.54608319194398,-8.96159863590565
Seed(sc=AB),B,AB,-5.60938379703779,-6.02489924099945
Seed(sc=AB),B,BC,-6.44509756442192,-6.86061300838359
Seed(sc=AB),D,DE,-4.98896716009707,-5.40448260405874
Seed(sc=AB),D,DE,-5.25456227434849,-5.67007771831015
Seed(sc=AB),D,BC,-7.59957561083736,-8.01509105479903
Seed(sc=AB),D,BC,-8.16767431161477,-8.58318975557644
Seed(sc=AB),D,DE,-4.22048783270883,-4.63600327667049
Seed(sc=AB),D,DE,-8.343610308047,-8.75912575200866
Seed(sc=AB),B,BC,-9.16761882182859,-9.58313426579025
Seed(sc=AB),B,DE,-8.56881877014293,-8.9843342141046
Seed(sc=AB),E,DE,-5.79925426467938,-6.21476970864104
Seed(sc=AB),E,DE,-5.78767052692462,-6.20318597088629
Seed(sc=AB),E,DE,-7.93268757286768,-8.34820301682935
Seed(sc=AB),D,DE,-6.30855673730627,-6.72407218126793
Seed(sc=AB),B,BC,-8.66276476085912,-9.07828020482078
Seed(sc=AB),B,BC,-9.08307096590622,-9.49858640986789
Seed(sc=AB),B,BC,-5.70661716781349,-6.12213261177515
Seed(sc=AB),B,BC,-3.31739752639042,-3.73291297035209
Seed(sc=AB),D,DE,-6.26295153624393,-6.67846698020559
Seed(sc=AB),D,DE,-7.68976153442484,-8.1052769783865
Seed(sc=AB),B,BC,-8.58692367881601,-9.00243912277767
Seed(sc=AB),D,DE,-7.58556569072757,-8.00108113468923
Seed(sc=AB),D,DE,-2.84561149053349,-3.26112693449516
Seed(sc=AB),D,DE,-8.53986793080552,-8.95538337476719
Seed(sc=AB),B,BC,-7.19106888093173,-7.6065843248934
Seed(sc=AB),D,DE,-6.79012513948955,-7.20564058345122
Seed(sc=AB),B,BC,-8.01982780042658,-8.43534324438825
Seed(sc=AB),B,BC,-7.10049632152169,-7.51601176548336
Seed(sc=AB),B,BC,-7.51760298603309,-7.93311842999476
Seed(sc=AB),B,DE,-4.18856320214155,-4.60407864610322
Seed(sc=AB),B,BC,-8.58624406050779,-9.00175950446946
Seed(sc=AB),D,DE,-7.30146764409449,-7.71698308805616
Seed(sc=AB),D,DE,-7.08097029270197,-7.49648573666364
Seed(sc=AB),D,DE,-8.60738301536431,-9.02289845932597
Seed(sc=AB),D,DE,-2.46603546610317,-2.88155091006483
Seed(sc=AB),D,DE,-6.09595595566501,-6.51147139962667
Seed(sc=AB),B,BC,-8.40230157333754,-8.8178170172992
Seed(sc=AB),B,DE,-7.55522657163192,-7.97074201559359
Seed(sc=AB),B,DE,-8.33922991879248,-8.75474536275414
Seed(sc=AB),B,BC,-7.95111342901196,-8.36662887297363
Seed(sc=AB),D,BC,-5.70055497899319,-6.11607042295485
Seed(sc=AB),D,DE,-8.03510770660092,-8.45062315056259
Seed(sc=AB),D,DE,-6.67366840601411,-7.08918384997578
Seed(sc=AB),B,BC,-5.3355738682455,-5.75108931220717
Seed(sc=AB),D,DE,-6.17082654710844,-6.58634199107011
Seed(sc=AB),D,DE,-6.87473577795454,-7.29025122191621
Seed(sc=AB),B,BC,-3.99994207928324,-4.4154575232449
Seed(sc=AB),B,BC,-9.0408475636654,-9.45636300762707
Seed(sc=AB),B,BC,-4.67556795192419,-5.09108339588585
Seed(sc=AB),D,DE,-7.01728259951689,-7.43279804347856
Seed(sc=AB),B,BC,-6.18332737050387,-6.59884281446554
Seed(sc=AB),B,BC,-7.04922563753381,-7.46474108149548
Seed(sc=AB),D,DE,-0.75863482621974,-1.17415027018141
Seed(sc=AB),D,DE,-4.46978337589903,-4.8852988198607
Seed(sc=AB),D,DE,-5.12758926974313,-5.5431047137048
Seed(sc=AB),D,DE,-5.08101857910324,-5.4965340230649
Seed(sc=AB),D,DE,-7.90104898210113,-8.3165644260628
Seed(sc=AB),D,DE,-8.86719063064563,-9.28270607460729
Seed(sc=AB),E,BC,-2.40490242136215,-2.82041786532382
Seed(sc=AB),B,BC,-7.33737901355841,-7.75289445752007
Seed(sc=AB),B,BC,-7.27677844185686,-7.69229388581853
Seed(sc=AB),D,DE,-5.40506124338398,-5.82057668734565
Seed(sc=AB),D,DE,-7.65508170901582,-8.07059715297748
Seed(sc=AB),A,AB,-9.1354584047062,-9.55097384866787
Seed(sc=AB),D,DE,-2.88625563616405,-3.30177108012571
Seed(sc=AB),D,BC,-7.11687026246074,-7.53238570642241
Seed(sc=AB),E,DE,-4.70040526175052,-5.11592070571218
Seed(sc=AB),B,BC,-4.09585043962241,-4.51136588358407
Seed(sc=AB),D,DE,-6.14417860075725,-6.55969404471892
Seed(sc=AB),D,DE,-6.79265935076507,-7.20817479472673
Seed(sc=AB),D,DE,-6.25677215526883,-6.67228759923049
Seed(sc=AB),B,BC,-7.37295708105853,-7.78847252502019
Seed(sc=AB),D,DE,-7.71530101878151,-8.13081646274318
Seed(sc=AB),B,BC,-5.48281952523732,-5.89833496919898
Seed(sc=AB),B,DE,-6.69258996786539,-7.10810541182706
Seed(sc=AB),B,BC,-8.28653449497707,-8.70204993893874
Seed(sc=AB),D,DE,-2.53211999988223,-2.9476354438439
Seed(sc=AB),D,DE,-4.5477515910703,-4.96326703503196
Seed(sc=AB),A,AB,-7.34281957850537,-7.75833502246704
Seed(sc=AB),B,BC,-9.05634383619413,-9.4718592801558
Seed(sc=AB),D,DE,-4.63482638200009,-5.05034182596176
Seed(sc=AB),D,DE,-7.17928228304047,-7.59479772700213
Seed(sc=AB),D,DE,-3.27795446330884,-3.6934699072705
Seed(sc=AB),D,DE,-4.37332437111583,-4.7888398150775
Seed(sc=AB),D,DE,-6.03833647331478,-6.45385191727645
Seed(sc=AB),D,DE,-5.52162590042656,-5.93714134438823
Seed(sc=AB),E,DE,-6.40014393909499,-6.81565938305666
Seed(sc=AB),B,BC,-6.19285398380898,-6.60836942777065
Seed(sc=AB),D,DE,-6.70464771139301,-7.12016315535468
Seed(sc=AB),D,DE,-8.27932107330765,-8.69483651726931
Seed(sc=AB),B,DE,-5.18031251646707,-5.59582796042873
Seed(sc=AB),B,BC,-8.85623874943761,-9.27175419339928
Seed(sc=AB),D,DE,-7.78848405328563,-8.20399949724729
Seed(sc=AB),D,DE,-8.36020983164756,-8.77572527560923
Seed(sc=AB),D,DE,-7.98964436694827,-8.40515981090993
Seed(sc=AB),D,DE,-6.63958001328599,-7.05509545724766
Seed(sc=AB),D,DE,-5.94964793213553,-6.36516337609719
Seed(sc=AB),B,BC,-7.82790272878971,-8.24341817275137
Seed(sc=AB),D,DE,-8.62464059494866,-9.04015603891033
Seed(sc=AB),D,DE,-5.4753841039257,-5.89089954788737
Seed(sc=AB),B,BC,-3.93109538579226,-4.34661082975393
Seed(sc=AB),D,DE,-5.49561004343031,-5.91112548739198
