---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:41
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: GSC
    type: factor
  - name: LnA
    type: numeric
  - name: LnARMS
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,GSC,LnA,LnARMS
data,D,DE,-8.93508985330856,-10.7756474902267
data,D,DE,-5.89746675456899,-7.48375605386967
data,D,DE,-5.4961297699524,-7.57045299959917
data,D,DE,-5.13948685920499,-6.58349496090383
data,B,BC,-6.35391300460264,-8.3298875064498
data,D,DE,-7.73897662161438,-9.59726243989059
data,E,DE,-3.69400889269327,-5.88704904124022
data,D,DE,-7.60060821818789,-9.67451627856178
data,D,DE,-5.04688025920228,-6.52296375996588
data,B,BC,-7.82793219391652,-9.43111723925715
data,D,DE,-3.17539747670039,-4.84406635322489
data,D,BC,-6.35782248834392,-7.72451330424708
data,E,DE,-7.8790295939211,-9.63726096941699
data,B,BC,-8.42522842458834,-10.10327779268
data,B,DE,-6.22621361989444,-8.06320615615466
data,D,DE,-8.64460980878189,-9.94239143845407
data,E,DE,-3.59230037714875,-5.21837860610701
data,D,DE,-7.73511625902474,-9.62443140185356
data,B,BC,-8.4556737650036,-10.4817490578634
data,D,BC,-7.15454219951374,-8.83493753835229
data,B,BC,-6.65741518951178,-9.02277438056336
data,D,DE,-7.62827777648045,-9.62515126239806
data,D,DE,-7.59431377238846,-9.65570285787535
data,B,DE,-3.05704484180663,-4.61352128246281
data,D,DE,-6.04921072911384,-7.00974981032244
data,D,DE,-5.97529909710276,-6.99467043806113
data,B,BC,-5.04848569439726,-7.43935938580207
data,D,DE,-5.54724008863109,-7.3223549331391
data,D,DE,-7.03659208947857,-9.28635822154868
data,B,BC,-5.66569633601707,-8.20951642336187
data,B,DE,-7.30247376891357,-9.1036143190986
data,B,BC,-7.94481788118041,-9.81441744722855
data,D,BC,-7.2297155668839,-8.93786533186678
data,E,DE,-5.44965218049748,-7.7506827277447
data,D,DE,-7.06245821012851,-9.43438048721645
data,B,BC,-7.88034396500678,-9.93029135126292
data,E,DE,-5.33579482399353,-7.00726420506116
data,B,BC,-7.3056607218447,-9.23985018197522
data,D,DE,-7.99737469382248,-10.0679744665743
data,A,AB,-5.57914903267611,-7.52596085720895
data,D,DE,-8.64701728573805,-11.0702490330037
data,D,DE,-7.14354367557469,-8.92533313105538
data,B,BC,-7.0631256540558,-9.27593439096332
data,D,DE,-6.33001449291961,-7.78851243462498
data,D,DE,-7.82922980543781,-9.42919242035992
data,D,DE,-6.71546073312469,-8.77814655737885
data,D,BC,-5.11234709337703,-6.30385226737066
data,E,DE,-2.95735351121687,-4.64731613900403
data,B,BC,-7.61781061909755,-9.90065928442903
data,D,DE,-5.08011053009429,-6.84050409970785
data,D,BC,-4.01566169974393,-5.76156514596685
data,D,DE,-4.68700967415756,-6.53438291031014
data,D,DE,-4.96930296733697,-6.99128124913846
data,D,BC,-6.29055232242404,-7.82302745376328
data,B,BC,-4.87040765221139,-7.20980559130158
data,E,DE,-4.37643863171226,-5.87675073927055
data,D,DE,-7.63021740828516,-9.76198366878739
data,E,DE,-4.62191618425373,-5.98182993305675
data,D,DE,-5.67124837685571,-7.98847347950685
data,D,DE,-7.17351861091132,-9.03381028325113
data,D,DE,-3.85199001779742,-5.67168062443863
data,D,DE,-4.31500246301447,-5.84395890282699
data,D,DE,-6.54186896721572,-8.38611309765426
data,D,DE,-7.30260856542061,-9.05356316724947
data,E,BC,-6.28390941079761,-7.99671000092029
data,D,DE,-6.93431506854689,-9.14463890683246
data,D,DE,-5.01658070026186,-6.6785576197314
data,B,DE,-6.35644790195726,-8.18171463437235
data,D,DE,-5.26027733099852,-7.47903474298843
data,D,DE,-6.25934951436385,-8.11294162836278
data,D,DE,-6.90424851220735,-8.76753652669603
data,B,BC,-7.07617555661616,-8.78398797741525
data,B,BC,-3.42140240606728,-5.63765193385038
data,B,BC,-4.25479722378127,-6.06619949161163
data,B,BC,-8.22396828011692,-10.0775639743183
data,D,BC,-7.69020227020801,-9.54577976022105
data,B,BC,-7.25513266600792,-8.901570931595
data,B,BC,-8.29034247636667,-10.0732079737389
data,B,BC,-7.76968237414611,-9.56571550137191
data,D,DE,-6.63918074108156,-9.31308360618919
data,D,DE,-7.71866588343943,-9.75981517313971
data,D,DE,-5.77515531345886,-7.69868057202877
data,D,DE,-8.76632412437617,-10.5795412443841
data,B,DE,-6.30118925074515,-8.30011635505385
data,B,BC,-8.07689379316177,-9.73292150691647
data,D,DE,-4.34863303878709,-6.43090115377984
data,D,DE,-8.67206264836333,-10.5450032709298
data,B,AB,-7.60070822533599,-9.63054169982676
data,D,BC,-4.54831334182246,-6.30615006550901
data,E,DE,-7.27376321928485,-9.17638322672377
data,D,DE,-8.9307425917773,-10.6481144568581
data,D,DE,-3.31402871605933,-4.84615261075107
data,E,DE,-7.54791967563704,-9.4224645263874
data,D,DE,-5.44501497210011,-7.67889339373382
data,D,DE,-5.68571394117142,-7.79156110452584
data,D,DE,-7.00929850216541,-9.168533798577
data,B,DE,-4.52564309796233,-5.82266992365909
data,B,BC,-6.95636228340933,-8.71744153444381
data,B,BC,-5.63480330955477,-7.41087816735936
data,D,DE,-1.35572250541873,-3.29144038582367
data,D,DE,-7.97913010785424,-9.29237635827881
data,B,DE,-8.64908574555805,-10.0254401927978
data,D,DE,-4.54675322527058,-6.11022065044523
data,D,DE,-6.44056732838247,-8.16439026559841
data,D,DE,-7.60617818943065,-9.66082987978833
data,B,DE,-7.96789268211782,-9.59371509489318
data,B,BC,-6.7124501451657,-8.89189847073539
data,B,BC,-7.86226812646494,-9.5038821982308
data,B,DE,-7.42131275583875,-9.13132625668748
data,E,DE,-6.74349524384809,-8.60198769972667
data,B,BC,-5.37851802472022,-7.14533562887383
data,D,DE,-5.26227282605387,-7.38936852800372
data,B,BC,-5.91482714009556,-8.10070666445338
data,D,BC,-7.87575982918918,-9.68075540744667
data,B,BC,-7.96892259360649,-9.88840590190708
data,D,DE,-7.0922636143883,-8.77963424377048
data,D,DE,-5.36813303799584,-7.39574019432585
data,D,DE,-8.01859701371582,-10.3940263997062
data,E,DE,-7.30096661620196,-10.221769259331
data,B,DE,-5.45539197638528,-7.05130437924516
data,D,BC,-5.70277004220859,-7.02879610881931
data,D,BC,-6.96261536045398,-9.20215385368141
data,E,DE,-2.48132481402838,-4.46015479515228
data,D,DE,-6.63337543727088,-9.01018702543227
data,D,DE,-7.0801036934452,-9.24864902224797
data,D,DE,-6.45583869417401,-8.57281654191216
data,B,BC,-7.36724529046923,-9.25389360695865
data,E,DE,-5.49495292615107,-6.89857696993234
data,A,AB,-7.14171876325231,-9.09241205200089
data,D,DE,-6.18420568506668,-8.71180214138194
data,D,DE,-3.95659948293587,-5.85725802240928
data,D,DE,-4.39251340951572,-6.16673585479729
data,B,BC,-8.07474110750984,-10.3461754953343
data,D,DE,-4.02970902140963,-6.46732203621782
data,D,DE,-3.93473318574913,-5.41442476397577
data,D,BC,-8.17184565106699,-9.8553912619531
data,D,DE,-6.68148513061656,-8.51177868506069
data,D,DE,-6.0405979502763,-8.37350081299087
data,D,DE,-5.69835554524599,-7.56882263507608
data,D,DE,-6.44473582432029,-8.40509929878024
data,E,DE,-6.48951088461358,-8.61352158049077
data,B,BC,-7.88728978960554,-9.90964158010579
data,D,DE,-5.55537841945292,-7.46744846267759
data,D,DE,-5.7457338375668,-7.95830496206427
data,B,BC,-4.39760385416837,-6.20219347145265
data,B,BC,-4.50310292228313,-6.47060288856619
data,E,DE,-4.24565802762676,-6.02458967452248
data,D,DE,-9.08043526039742,-11.1381899327625
data,E,DE,-5.5182599567858,-7.7270476846607
data,A,AB,-8.69244060304074,-10.3964067763962
data,D,BC,-7.37102264801706,-10.1220110683854
data,D,DE,-7.21255960290056,-8.93840177050106
data,E,DE,-5.82288645296601,-7.71105694763259
data,D,DE,-6.77583043564643,-8.46489341681825
data,D,DE,-5.4339252152134,-6.95262905648433
data,D,DE,-7.09017170338853,-9.19996664810949
data,B,DE,-6.6757997115683,-8.60573356971026
data,D,DE,-7.20841160776429,-9.30238465624566
data,B,BC,-8.94038867213805,-10.7338182498722
data,B,DE,-4.36909836831057,-5.97239704806988
data,D,DE,-3.57188680123582,-5.3524880082735
data,D,BC,-7.3262102812701,-9.07927913403548
data,D,DE,-8.53215641927265,-10.4097083512981
data,D,DE,-8.24768980143569,-10.3852984967101
data,B,BC,-8.1170815910893,-9.94101763172327
data,D,DE,-4.52709346255663,-6.70174105495894
data,E,DE,-6.92930057708112,-8.88324011021325
data,D,DE,-7.04038511062534,-9.03030351537191
data,D,DE,-7.89766210295727,-9.66612152114202
data,D,DE,-6.69746429665538,-8.69298067120771
data,D,BC,-6.1143438952678,-8.22663959075574
data,D,DE,-7.41169598265719,-9.17087419481332
data,D,DE,-7.57904337395141,-9.38236309147008
data,D,DE,-5.46090212754551,-7.14916277782697
data,D,DE,-5.89092792287399,-7.70048084402696
data,B,AB,-7.0270182839196,-9.18792361085685
data,D,DE,-5.39609476543477,-6.92691228209938
data,B,BC,-5.94966677866092,-7.63538675954438
data,B,BC,-8.41584127393145,-10.1837844054858
data,D,DE,-7.01963215627471,-8.76659522237942
data,B,BC,-8.10577957193033,-9.93053952798727
data,B,BC,-5.11865203248387,-6.82465431777284
data,B,BC,-6.76927360002694,-8.80798185375979
data,D,DE,-4.82355672371094,-6.42995328192859
data,D,DE,-5.85860538118935,-7.40811651594709
data,D,BC,-6.70105790827802,-8.32303800868555
data,D,DE,-6.43013982589926,-8.66056804304015
data,D,DE,-5.43951323130284,-7.21203206678857
data,D,DE,-8.02778480388186,-10.161560094472
data,D,DE,-7.20083312125644,-9.32939414475283
data,D,BC,-8.06432522035255,-10.0576524811507
data,D,DE,-6.52345254244423,-8.19539835915191
data,D,BC,-6.2519561621382,-7.86893568653271
data,E,DE,-3.15935636215084,-5.01723213588618
data,B,BC,-5.54980776201448,-6.88941602989877
data,B,AB,-7.30853472574476,-9.58920169730659
data,D,DE,-4.27589796712984,-5.96826176595211
data,D,BC,-5.71546746384352,-6.90798039849265
data,D,DE,-7.71667938178735,-9.78120790086015
data,D,DE,-5.69613954800806,-7.78358979673397
data,D,DE,-8.77991799970234,-10.9499087233196
data,D,DE,-7.10723548651585,-9.67906652388755
data,D,DE,-5.16193126020988,-7.60705002364017
data,B,DE,-7.15153003182471,-9.02395545087144
data,A,AB,-5.83093156408389,-7.72663189140979
data,D,DE,-4.46541378393794,-6.63714752434196
data,D,DE,-6.59423655243097,-8.56464496038528
data,D,DE,-6.5935089359348,-8.40187003217522
data,D,DE,-9.13428891206754,-10.9352729432628
data,E,DE,-2.61453099812082,-4.90416047863166
data,D,DE,-3.64721127304452,-5.6303729703174
data,D,DE,-7.7171507035978,-9.80651614740561
data,B,BC,-4.58269409842972,-6.73658507866209
data,D,DE,-8.95982228655621,-10.8112390358139
data,D,DE,-7.90355934445674,-9.59806792180237
data,B,BC,-8.68329240102616,-10.6112440353984
data,D,DE,-5.17601557764834,-6.93931392744996
data,D,DE,-6.5111341980722,-8.54492786359488
data,B,BC,-6.99992604844786,-9.15127924988145
data,B,DE,-8.96443918490107,-10.9117399680308
data,D,DE,-4.97297656616996,-6.44959898367243
data,D,DE,-8.18847987307906,-10.3521388126002
data,D,DE,-7.79569433930879,-10.1235368918495
data,D,DE,-7.22350237942986,-9.49845025355211
data,D,DE,-7.1419840096482,-8.47556913721652
data,B,BC,-5.31280372584466,-7.19021332552224
data,E,DE,-7.47043830651713,-8.98568640577353
data,D,DE,-4.46504875799548,-6.83021090602991
data,B,BC,-8.72016695733477,-10.5139600989507
data,D,DE,-8.42058417708332,-10.1901603402662
data,E,DE,-1.31642423112445,-3.21207141048341
data,D,DE,-7.47741633719735,-9.41897167912363
data,E,BC,-6.64354259786031,-9.14647925698863
data,D,DE,-6.67750901182969,-9.06006791103783
data,B,BC,-6.1957438788085,-7.78385260139243
data,B,BC,-5.94367586914398,-7.17230807176117
data,B,BC,-8.33431265320097,-10.0715012243141
data,B,BC,-6.48349595639107,-8.18440238732414
data,D,DE,-8.53947992037847,-10.7806932462433
data,D,DE,-6.79378733512128,-8.6601112325897
data,D,DE,-9.09667258103548,-11.367194657738
data,D,DE,-3.67656377571581,-5.86151476720241
data,B,BC,-6.37124800448569,-8.34509484399167
data,D,DE,-6.38728929611264,-8.68653355041363
data,D,DE,-5.65401678482435,-7.77519233355213
data,D,DE,-6.33683632531702,-8.67776748177537
data,D,DE,-4.3290082031724,-6.38651424407349
data,B,AB,-8.09054622405323,-10.3243234579585
data,D,DE,-6.66440479902638,-9.01828269626441
data,B,BC,-5.32031269293419,-7.46875325231055
data,B,BC,-8.60732011639323,-10.2891877322185
data,D,DE,-3.90464373212621,-5.14573566793463
data,D,DE,-6.47528436505687,-8.34104945022557
data,D,DE,-6.99068011419436,-8.710894460536
data,D,DE,-7.61202064982561,-9.4321616010062
data,D,DE,-6.08552386995262,-8.05344330894285
data,D,DE,-1.40244929140118,-3.72202735733662
data,B,BC,-6.85414487548886,-9.24077771585124
data,D,DE,-5.79436610647819,-7.14680671774153
data,B,AB,-8.66467408326376,-10.0337182543721
data,E,DE,-6.27817561129147,-8.36881003615537
data,D,DE,-7.85462885418237,-9.9315346379046
data,E,DE,-6.89888112455529,-8.17769610293106
data,B,DE,-4.05884959046354,-6.13615068059853
data,D,DE,-6.46158050295106,-8.99373738573883
data,D,DE,-7.20234458957572,-9.37928714208286
data,D,DE,-8.25722673973648,-10.2581050037305
data,D,DE,-3.90932059642176,-5.45257456833868
data,E,DE,-7.47757836964897,-9.19853678173828
data,E,DE,-4.12042214482455,-5.793265908629
data,D,DE,-6.55705417938601,-8.78820435807457
data,D,DE,-6.92536547484694,-9.11117809355225
data,D,BC,-7.10470463602458,-8.98967911807544
data,D,DE,-8.71513111395459,-10.9076551187234
data,E,DE,-3.51046078604721,-5.26024632688803
data,D,DE,-3.02147047343149,-6.07008362032158
data,D,DE,-7.10721156158556,-8.87170959022705
data,D,DE,-6.58437195252643,-8.66024704231468
data,D,DE,-3.54088079623718,-5.45171854228361
data,D,DE,-1.93054946511475,-3.65504357575767
data,E,DE,-8.01272543929509,-9.85529259414942
data,E,DE,-9.17962735758387,-10.8757439106384
data,D,DE,-7.04189915900351,-8.96420134722345
data,D,DE,-8.73748431775056,-10.675669712667
data,D,DE,-8.62181306871516,-10.7782490223021
data,B,BC,-4.86812423584563,-6.57056102594691
data,D,DE,-7.41269885453376,-9.78296989625684
data,D,DE,-7.2915767587701,-9.27449502972539
data,D,DE,-5.81757841497004,-8.26284188748248
data,D,DE,-7.85501243079382,-9.57065189375803
data,B,BC,-6.99360636856657,-9.05153823103272
data,D,DE,-7.3687808567832,-9.09028161717194
data,D,DE,-6.98799657669651,-9.09777593504015
data,D,DE,-7.33871040217949,-9.02118974363002
data,D,DE,-8.82384596127681,-10.75530646641
data,D,DE,-7.33367499396228,-9.03911661053012
data,D,DE,-0.840146005759051,-2.44687859769325
data,D,DE,-7.1271280692559,-8.99568881895377
data,D,DE,-4.60678902446767,-6.36878256809903
data,D,DE,-7.00093551483308,-8.84544644329314
data,D,DE,-6.65660715213295,-8.62317697812781
data,B,BC,-8.82177413523136,-10.7761575960805
data,B,BC,-8.66295680618767,-10.7045035783833
data,B,AB,-7.46087973438399,-9.26062925224132
data,B,BC,-4.70751891588728,-6.25438479079288
data,B,BC,-7.09826561940214,-8.98829074386475
data,B,BC,-5.70354095640466,-7.40220166057842
data,B,BC,-7.32947407577225,-9.25996247762143
data,D,DE,-7.93817035077161,-10.313465484202
data,B,BC,-8.79092630901271,-10.3372635837929
data,D,DE,-7.22425542096043,-9.0001908388533
data,D,DE,-6.85195440674136,-8.69751428994027
data,D,DE,-8.12735763418344,-9.99153705082484
data,D,DE,-6.7501439915598,-8.65426710735659
data,E,DE,-5.62679802987141,-7.1033162864205
data,B,DE,-4.89014557288716,-6.75889847365707
data,B,BC,-8.31539065005958,-9.87694363406374
data,D,DE,-6.06637903236366,-8.91074988626935
data,B,DE,-7.48236313758277,-9.15785123420311
data,E,DE,-5.61544402531657,-7.09333513607423
data,A,AB,-7.94789687249257,-9.96003248246818
data,D,DE,-5.40146062021347,-7.49817070229075
data,D,DE,-7.5254319586363,-9.6978046238489
data,B,BC,-3.26482782885172,-5.37475967748983
data,B,BC,-6.60636189185999,-8.57377791842174
data,B,BC,-8.83528344405177,-10.8459648534176
data,B,BC,-8.06531214986938,-9.53456230279384
data,D,DE,-5.31268427028992,-7.44019133879862
data,B,BC,-7.56633768586842,-9.71251859171247
data,B,BC,-8.58624406050779,-10.6324005332547
data,D,DE,-3.31178894241743,-4.70897966530616
data,D,DE,-7.2488613510032,-8.62753791795652
data,B,BC,-8.80667105065757,-10.5839879645864
data,D,DE,-4.34302727752062,-6.54177681705802
data,E,DE,-6.14500627827805,-7.37859843053893
data,D,BC,-3.20034475020736,-4.45839719709839
data,B,BC,-7.33612574231391,-9.61775300262677
data,A,AB,-8.26555374600194,-10.0276078322064
data,D,DE,-3.70294318542485,-5.14012887485277
data,B,DE,-4.67430937480175,-5.96924333243596
data,A,AB,-6.98049329170611,-8.85635661770776
data,D,DE,-8.03510770660092,-10.5613584723712
data,D,DE,-7.58268852397813,-10.0289422836736
data,D,DE,-5.57880270750158,-8.1444044526445
data,B,BC,-8.31933582284077,-10.2691344284058
data,D,DE,-7.67642457268189,-9.62765831707675
data,B,BC,-5.92979006581323,-7.98018855902904
data,B,DE,-6.35655770119282,-8.38476012482724
data,B,DE,-5.90142151983405,-7.2813207212032
data,B,BC,-8.03724406642713,-10.2913612270938
data,B,BC,-8.60674056397302,-10.4830195733553
data,D,DE,-5.38643076137684,-7.09139718604652
data,B,BC,-8.44749491193358,-10.1221822410011
data,D,DE,-7.74944631220695,-9.94519436784007
data,B,BC,-7.04922563753381,-9.21078271563252
data,D,DE,-0.75863482621974,-2.71401343070639
data,D,DE,-4.51659434783775,-6.76027410356181
data,D,DE,-5.12758926974313,-6.47407308107041
data,D,DE,-3.64963240591717,-5.46652610547554
data,B,DE,-5.11466368685087,-7.27878068632694
data,B,BC,-7.27677844185686,-8.94112291906839
data,E,DE,-6.12913165783389,-7.85794999596503
data,D,DE,-6.06200864620372,-8.02406699714383
data,E,DE,-7.7486174585761,-9.48724120889705
data,D,DE,-7.76304176068785,-9.46989873686165
data,B,BC,-7.18690509023258,-9.2285800409259
data,A,AB,-9.04268490173862,-10.670117235613
data,D,DE,-7.84355470091899,-9.78717257601327
data,A,AB,-8.72730685003293,-10.6242969420079
data,B,BC,-7.85196349039802,-9.9008685209485
data,D,DE,-6.79265935076507,-8.477958487741
data,D,DE,-6.84000137434445,-9.20969111681253
data,D,DE,-7.5429528207942,-9.39671677355428
data,A,AB,-8.96901461005703,-10.6061263939556
data,D,DE,-7.41712643803381,-8.94945734009233
data,B,BC,-8.03803012323616,-9.88895462471707
data,D,DE,-7.71530101878151,-10.1569694523481
data,D,DE,-6.34490083784278,-7.81832611514888
data,B,BC,-5.46324714297997,-7.15556706227492
data,B,AB,-5.8609182258955,-7.73772460838632
data,D,DE,-8.63717978333875,-10.0436283324351
data,D,DE,-3.70256502974875,-5.3477685521155
data,A,AB,-7.54917477246173,-9.48442075992277
data,D,DE,-6.33581561800023,-8.29858538636963
data,D,DE,-7.40562043002603,-9.50989503506785
data,B,BC,-8.1813940125668,-9.68877606225325
data,D,DE,-3.32906872380431,-5.09033837138733
data,B,BC,-8.80778618206456,-10.0826136416813
data,E,DE,-6.40014393909499,-8.40716209305975
data,D,DE,-6.77169225516247,-9.23469233571997
data,D,DE,-5.49480892389304,-7.25143907198369
data,B,BC,-8.81283483312441,-10.6872282547165
data,D,DE,-7.22142454696422,-8.8785185196573
data,D,DE,-3.95342825481737,-6.32607177137377
data,D,DE,-7.50432541716577,-9.46220538057026
data,D,DE,-8.02732897154084,-10.2469939804854
data,D,DE,-7.91201812408453,-9.8164395952601
data,D,DE,-6.96667318170808,-8.15845818688816
data,B,BC,-5.0232051990876,-7.15739499409835
data,B,BC,-3.14678838831759,-4.89381785934268
data,D,DE,-6.96319584331183,-8.62570729429653
data,D,DE,-5.75688459014492,-7.40990196528846
data,D,DE,-5.63059350993346,-6.94159515638341
data,D,DE,-5.46016879394475,-6.80325408414621
data,B,BC,-8.04348075906804,-9.91381842359383
data,E,BC,-7.45060159528121,-9.15267254786788
data,D,DE,-4.62231400631253,-6.19675487078864
data,B,BC,-7.01561513321737,-9.1072950377391
data,D,DE,-5.75515925520454,-7.0605119160789
data,B,BC,-2.08704351992029,-4.13847522199943
data,B,BC,-7.74850518188113,-9.29718414918273
data,D,DE,-4.99171511177514,-6.94083518579903
data,B,BC,-7.19814236798792,-9.4736294416235
data,D,BC,-6.03998419609046,-7.39371546094353
data,B,BC,-4.92847854617515,-6.69411579337618
data,A,AB,-8.99592900161543,-11.0585686222448
data,D,DE,-4.84916956486302,-6.61397548464809
data,B,DE,-6.02169839747621,-7.87530689406201
data,D,BC,-7.86587111606327,-9.71749043121646
data,B,BC,-8.05440964984122,-9.82024944084277
data,B,BC,-8.81910953033576,-10.490913491135
data,D,DE,-7.03060340260114,-8.72989320798753
data,B,BC,-8.57918253721338,-10.295890730573
data,D,DE,-7.34123235602386,-9.62255408979976
data,D,DE,-4.23759653147009,-5.90065451270454
data,D,BC,-7.921658654999,-9.82440171248834
data,D,DE,-6.08280692308066,-7.46722561043312
data,D,DE,-8.37320799461754,-10.3321230918223
data,B,AB,-8.55448859774497,-10.5699012058913
data,D,DE,-3.9871248776938,-5.68102855117533
data,B,BC,-7.90506205540779,-9.76329947880683
data,B,BC,-7.79376324123243,-9.89046164791466
data,D,DE,-3.9734648538624,-5.95111005758451
data,D,DE,-5.81365104765401,-7.76997159011818
data,D,DE,-5.18121907941035,-7.2386476961644
data,D,DE,-5.6548686188142,-7.48526094494977
data,B,BC,-8.86379023642168,-10.7348609214083
data,D,DE,-5.27555698847703,-7.63611445153914
data,D,DE,-7.3340676481888,-9.26515816942584
data,D,DE,-8.39620451208787,-10.0011190108986
data,D,DE,-2.38026152780909,-4.38654631501192
data,B,DE,-7.14244851469456,-9.06329896822229
data,D,BC,-5.42334556194972,-7.82253350603076
data,B,BC,-6.174458903952,-8.45589905764787
data,D,DE,-6.53959715755485,-8.10633637079515
data,D,DE,-6.59555287632389,-8.42097872396396
data,B,BC,-4.64427650942639,-7.020088901675
data,D,DE,-6.07829360629134,-7.87978459777466
data,B,BC,-5.83598796079077,-7.98182604646901
data,B,BC,-7.99214932343893,-10.5186961679775
data,D,DE,-3.6071381452351,-4.94204581224693
data,B,BC,-7.97544070069896,-10.3238911655888
data,B,BC,-6.55117977538924,-8.61808846620119
data,D,DE,-7.50536508282875,-9.20250506062202
data,B,BC,-6.99864110600339,-9.07179736246476
data,B,DE,-8.69453345274789,-10.3223341571294
data,D,DE,-2.72616375966321,-4.74729178852323
data,D,DE,-7.69653002125104,-9.60697985477065
data,E,DE,-7.38073424848574,-9.41914245586572
data,D,DE,-7.80685047151296,-9.2497669004484
data,D,DE,-5.77591791783566,-7.81693219705801
data,D,DE,-6.10965927491773,-8.13984850520258
data,D,DE,-5.31542688816914,-6.5371963783001
data,D,DE,-3.77935772288911,-5.44954506287608
data,B,AB,-6.65500202807411,-8.93613866549701
data,D,DE,-5.42019495186764,-7.97789940311661
data,E,DE,-7.68616469816374,-9.51322444775541
data,D,DE,-7.26197558895729,-9.11151302203563
data,A,AB,-6.98476393885398,-9.28249634878935
data,B,DE,-7.86744366873743,-9.4116905619339
data,D,DE,-6.00644949432785,-7.3357835252186
data,B,BC,-7.79469012238026,-10.1793248400006
data,B,BC,-7.07515978563104,-8.79049447358522
data,D,DE,-4.72860994908063,-7.19159920956438
data,B,BC,-9.1708043950233,-11.1712949015662
data,B,BC,-2.39201702916864,-4.24026356751514
data,E,DE,-3.37900113613551,-5.6851092308513
data,D,DE,-2.45376815715106,-4.85518714510379
data,D,DE,-8.51476275821393,-10.9677290386769
data,B,BC,-7.78162449527586,-9.81539944350942
data,E,DE,-5.79266698225887,-7.45355333311824
data,B,BC,-6.98903811774189,-8.8849165840832
data,B,BC,-6.93435153851278,-8.77697577935318
data,D,DE,-5.78323296008245,-7.55542865369074
data,E,DE,-5.66501714051489,-7.0557564764599
data,D,BC,-7.18129929351508,-9.41358489114784
data,D,DE,-1.7883294160566,-3.50575898573919
data,D,DE,-7.9218328412785,-9.98085577048239
data,D,DE,-8.81517600386714,-10.409904309117
data,B,BC,-5.23287800744559,-7.01685146694043
data,D,DE,-7.3210014930672,-9.59239632254394
data,D,DE,-4.7575425291097,-6.12920387763445
data,D,DE,-6.24980312537537,-8.22460429878683
data,B,BC,-6.20299309620025,-8.40756223753281
data,B,BC,-1.63979512587341,-3.59192750562394
data,D,DE,-5.67582079705907,-7.87051667442991
data,D,DE,-5.77803575683755,-7.78848892708213
data,D,DE,-5.28709687832313,-7.56433223253043
data,D,DE,-5.87936888256462,-8.11620276126367
data,E,DE,-8.14200339899957,-10.0372891236083
data,B,BC,-6.72256237100379,-8.44860912768928
data,D,BC,-6.88202748502479,-8.77935274090917
data,D,DE,-5.13970065899537,-6.98056021217813
data,E,DE,-7.11415215454329,-8.96300524948443
data,D,DE,-7.59599802444426,-9.62631774690562
data,D,DE,-6.57842187387693,-8.4313825591333
data,D,DE,-8.32446983275398,-10.2981842198884
data,B,BC,-7.63194603671957,-9.4795699148226
data,B,BC,-6.14948557580478,-7.94829495075369
data,D,DE,-7.40978205832952,-8.81004959084047
data,A,AB,-6.5130829077694,-8.08505419424954
data,D,DE,-8.10474733597605,-9.71160087127733
data,B,BC,-6.37383426042331,-8.02207137003379
data,B,BC,-7.56809517236448,-9.66374504657826
data,B,BC,-7.11681389798889,-9.52520442350355
data,B,BC,-3.84649849420265,-6.17154372522041
data,B,BC,-7.95014958603615,-9.83937607160941
data,B,BC,-8.97539267908374,-10.7174526203349
data,D,DE,-6.2858633873363,-7.61732876801248
data,D,DE,-7.21997957567224,-8.94032300211462
data,B,BC,-7.8814738620668,-10.0975327505547
data,E,DE,-6.8205114838928,-8.81814350266053
data,B,BC,-4.88874656105432,-6.61278768542707
data,D,DE,-7.5036249179173,-9.65522138242829
data,D,DE,-7.80368190716374,-9.57115010405819
data,D,DE,-5.97052495510766,-8.24813366138841
data,E,DE,-5.80681379095372,-7.53833515190112
data,E,DE,-5.92372785292778,-8.03663480502513
data,B,BC,-4.77195594042752,-7.07111095492847
data,B,BC,-8.10478936690529,-10.2942024141468
data,B,BC,-6.73756316785343,-8.90646156420881
data,D,DE,-7.26653109174598,-9.06411799409929
data,B,BC,-7.8216595697702,-9.79858927186917
data,B,AB,-7.29735974325069,-9.43132202444033
data,D,DE,-7.48533505446115,-9.10876146565342
data,D,DE,-5.69837096657315,-7.76683822680994
data,D,DE,-5.57094301207851,-7.78460741927458
data,B,BC,-8.11858548021755,-9.92469116749905
data,D,DE,-7.25186619969588,-8.90285012865284
data,D,DE,-6.03983857887788,-7.9905524939553
data,D,BC,-3.97231772574351,-5.88065637942
data,B,DE,-7.97219122102814,-9.63919691375295
data,D,DE,-5.45197332730296,-7.49873067404534
data,B,BC,-8.92308547591945,-11.2408629486428
data,B,BC,-7.81142762520919,-9.79773020454586
data,E,DE,-5.60208659861529,-7.53116757294853
data,E,DE,-5.77120182497469,-7.71163192201383
data,A,AB,-7.64104128515969,-9.7526872165189
data,D,DE,-6.61026232822034,-8.44159332744243
data,B,DE,-4.79809149643321,-6.39256801039307
data,B,BC,-6.05449663593027,-7.38159595614859
