---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: A
    type: numeric
  - name: LnA
    type: numeric
  - name: LnIA
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,A,LnA,LnIA
data,C,0.0160821916348413,-4.13004272881965,-6.08806632538047
data,C,0.0385197120201938,-3.25658516819143,-5.03384545229988
data,D,0.158917653463036,-1.83936911366806,0.0892659667643668
data,D,0.0165209434580486,-4.10312640246865,-5.72724559441939
data,C,0.0468413660837913,-3.06098857578057,-2.86958230696092
data,D,0.0679814683015439,-2.68852013592501,-1.49206649783418
data,C,0.0245521321770412,-3.70695657812424,-4.04538640952333
data,D,0.0364848547592029,-3.31085804260836,-4.19171589719956
data,C,0.0109830949958258,-4.51139800686199,-7.10751479761817
data,D,0.0177408707371878,-4.03188422003649,-6.49425839383799
data,C,0.226887392152474,-1.48330145439696,-1.06542798854441
data,C,0.00316662784196546,-5.75508802955087,-9.34759302643962
data,D,0.151315811398019,-1.88838616002588,-1.89890607444576
data,C,0.0406687961855708,-3.20229415906905,-3.69941591772193
data,D,0.0273981343226327,-3.59728035832123,-4.0459340655023
data,D,0.0141096271379403,-4.26089793884288,-5.4754996597269
data,C,0.115083932777665,-2.16209356658948,-1.57641323716595
data,D,0.058124437094705,-2.84516909951368,-1.29073944843838
data,D,0.0516345382339619,-2.96356448478707,-3.16553204412504
data,C,0.0740776196658244,-2.60264182110127,-3.0023329869104
data,C,0.00920046134839652,-4.6885016496196,-6.26860212811914
data,D,0.0613323914042797,-2.79144716769811,-3.18589980735848
data,C,0.0149547994667162,-4.20272299610306,-5.24845572149165
data,C,0.0140223861714559,-4.26710021417894,-6.52103345038557
data,C,0.0512113046629543,-2.9717949771098,-2.96538769590934
data,C,0.100744552206488,-2.29516715200949,-0.818827194166033
data,D,0.00885535521533089,-4.72673289389004,-6.41238716910777
data,E,0.0203077935743769,-3.89675054669275,-3.51474993667563
data,D,0.152487438179771,-1.88067305891914,-2.01163588421023
data,D,0.0367428118925483,-3.30381266721503,-3.79027615817665
data,D,0.00386697721803604,-5.55528215775369,-5.8243328038735
data,D,0.110531980247923,-2.20245038588814,-0.985650217494315
data,E,0.0132721487714835,-4.3220875167322,-5.22217760111234
data,C,0.00841570725515467,-4.77765540791275,-5.81691630520373
data,E,0.0961539377057466,-2.34180485400802,-1.28863750044896
data,D,0.00428888026769432,-5.45172958997268,-6.15422053949112
data,C,0.0183315601742063,-3.9991311048658,-5.57638352563808
data,C,0.01074623116871,-4.53320017483635,-6.2537352671606
data,C,0.00915888852561932,-4.69303044765628,-7.16953881298394
data,E,0.0596490952220495,-2.81927629866642,-2.78542776299674
data,C,0.0267895692923655,-3.6197426727342,-3.685758448654
data,C,0.0149307405313689,-4.20433306843544,-5.1227109310921
data,C,0.00849712233740438,-4.76802772134702,-7.374015896436
data,D,0.0858684034769712,-2.45493934679653,-2.51445922891708
data,D,0.00500230644214949,-5.29785618447894,-6.9107977915972
data,C,0.105877346923474,-2.24547395932786,-2.00818811197464
data,D,0.0191839142948738,-3.95368314823856,-4.45853169668468
data,D,0.0639811179419161,-2.74916727131058,-1.6840690409868
data,C,0.486498999704136,-0.720520433464798,1.20384830202891
data,C,0.00946513586639078,-4.66014013981312,-6.57388119834348
data,C,0.0713218931613547,-2.64055194173273,-2.57226089085773
data,C,0.0659165109120847,-2.71936632390665,-2.65071744995848
data,C,0.0459404986156664,-3.08040822815217,-3.97190684000055
data,C,0.20948909392867,-1.5630835985947,-0.663098692206317
data,C,0.00935996081695331,-4.67131417472434,-6.47381061570067
data,C,0.0246495596143373,-3.70299624419716,-4.77325644060786
data,D,0.92335732406741,-0.0797389860619204,2.52042018236411
data,C,0.0773013264886484,-2.56004416326888,-2.47060386695568
data,C,0.0205233308241211,-3.88619295098857,-4.83613415161574
data,D,0.0515069009000104,-2.96603948223093,-2.50202251496539
data,D,0.0289054601402041,-3.5437247695222,-3.78701496101052
data,C,0.0114075334179799,-4.47348131569255,-5.14949572334803
data,C,0.00502872105694797,-5.29258959023303,-6.53320845545021
data,C,0.0103312182234593,-4.57258507216889,-6.09070538602704
data,C,0.0037934685337929,-5.57447449798979,-9.62883690474909
data,C,0.116323377046634,-2.15138123323671,-1.29988058196409
data,C,0.0615752682713283,-2.7874949781628,-2.75366454922332
data,C,0.0348652466570478,-3.3562647437021,-3.65549809741149
data,C,0.0322796965127806,-3.43331683733522,-4.00215958000504
data,D,0.0277669695074093,-3.58390811190754,-3.31333438872018
data,C,0.0106125196455055,-4.54572087617979,-5.62039627337812
data,D,0.065882876597266,-2.71987671042944,-2.72888573989484
data,C,0.014640007551989,-4.22399725460286,-6.17383842573617
data,D,0.169398529319391,-1.77550117850558,-1.65433658185275
data,D,0.150249785832557,-1.89545613097511,-0.794177326566152
data,C,0.0676394331154395,-2.69356413589404,-2.44361774852943
data,B,0.0286060732039464,-3.55413623391102,-4.72224394062992
data,C,0.0117572986639931,-4.44328106834076,-7.78522571726975
data,C,0.0309509414680962,-3.47535186131269,-3.48561071610277
data,D,0.00844661067152355,-4.77399002203848,-8.09341206406356
data,D,0.00884847227576263,-4.72751045907119,-6.92182290999927
data,C,0.00715907554380306,-4.9393744203395,-8.7242296796322
data,D,0.017930903396031,-4.02122960802582,-4.8296194605592
data,C,0.0402817338961554,-3.21185716597691,-2.98210226356287
data,D,0.0254550388280394,-3.67084156626898,-5.49595468710747
data,D,0.0477869561826683,-3.0410025599319,-1.78288819432283
data,C,0.0215499824763472,-3.83738027559525,-4.33948342448387
data,C,0.075977136873995,-2.57732281455974,-2.10437602979528
data,C,0.0481518071212727,-3.03339661036704,-3.39231236530461
data,C,0.0415202795642343,-3.18157330690453,-3.23313076332674
data,C,0.030783168465246,-3.48078721677746,-4.50737627338119
data,D,0.107957580355051,-2.22601690350429,-1.73861575544797
data,C,0.170837580250042,-1.76704199694644,-0.362683853790815
data,D,0.0683993769109565,-2.68239156388406,-1.44664673675044
data,D,0.0368549528615749,-3.30076526336558,-2.93757832541817
data,C,0.0307162350512037,-3.48296393514034,-4.01420818107472
data,D,0.799868519353692,-0.223307915629169,1.05494165282251
data,C,0.0389722637675509,-3.24490507131224,-3.78819678893636
data,C,0.0312122867191946,-3.46694345658519,-5.49756722464314
data,D,0.0589165308785227,-2.83163356762548,-4.00887542524388
data,D,0.0431494433521912,-3.14308576183275,-3.13662550580623
data,C,0.0776694860601826,-2.55529281353935,-3.56457114313995
data,C,0.0514588610863271,-2.96697260439197,-2.80190127763466
data,C,0.0125454500942073,-4.37839722143293,-5.23220735904342
data,D,0.0384927066366794,-3.25728649364237,-3.85910589626965
data,C,0.00380463647185342,-5.57153483182443,-8.09644964610754
data,C,0.0205376269560936,-3.88549661396562,-4.77588601913008
data,C,0.0305389621787321,-3.48875196212885,-3.41639451565448
data,D,0.0245719725423723,-3.70614881311669,-5.5751382203803
data,C,0.0272037228517966,-3.60440144549462,-3.40005672695116
data,C,0.0114284698530144,-4.47164768126431,-5.97463623760809
data,C,0.0154077404500573,-4.17288526920991,-5.59382153261381
data,D,0.119855659721819,-2.12146709583902,-3.05215894168177
data,D,0.0410756759785331,-3.19233915801752,-3.28708332237364
data,C,0.00965400374620225,-4.64038255369727,-7.81320638352665
data,C,0.0387937782961727,-3.24949539840228,-3.23066425489331
data,E,0.0189862362871309,-3.96404096826494,-4.4951790966735
data,D,0.0735750592346124,-2.60944917977135,-0.975288000957981
data,D,0.014955534390578,-4.2026738543004,-3.41788662798897
data,D,0.0121177919467376,-4.41308049755065,-4.99036429474172
data,C,0.00663575699383924,-5.01528252669768,-8.66099320009176
data,D,0.0211208948437898,-3.85749245154402,-5.25723820531822
data,C,0.0133241103892757,-4.31818007368985,-5.96030720943319
data,D,0.039506381342797,-3.23129306714114,-4.50031303856866
data,C,0.19052984575531,-1.65794642605539,-2.04768580124912
data,D,0.0145459823216156,-4.23044045259388,-5.13237567328607
data,C,0.016718437886682,-4.09124310352026,-5.72058703821657
data,D,0.0363084566290898,-3.31570459985476,-3.6743672563719
data,C,0.0110445283497405,-4.50582014562569,-5.99043605285411
data,D,0.0394051796938217,-3.23385800700873,-3.20197414161463
data,C,0.0506060407757523,-2.98368432689429,-3.50949271674465
data,E,0.0309296704808545,-3.47603934604852,-3.39771356362163
data,D,0.00996845504910549,-4.60832966698529,-4.60054797568966
data,D,0.0158098695871673,-4.1471208765508,-5.35512950487522
data,C,0.0964846239463701,-2.33837162067606,-2.1774427501882
data,C,0.0155587855460514,-4.16312981301756,-5.50461428556008
data,D,0.021634547373765,-3.83346382654262,-3.80339166924302
data,E,0.0734593015690899,-2.6110237462714,-1.57298485475656
data,E,0.0953194625444694,-2.35052126520151,-1.08180790648018
data,B,0.0570158105788189,-2.86442667103414,-2.67632006118634
data,B,0.0358115698992413,-3.32948425624434,-3.13245377395296
data,C,0.0101714384801508,-4.58817163544787,-6.05034320992002
data,D,0.0362815667388096,-3.31644547002569,-4.19122277049142
data,D,0.0303472792114577,-3.49504841256411,-3.71907312503492
data,D,0.0046220692621058,-5.37691278193158,-6.58383541732046
data,E,0.0412728929472949,-3.18754933960571,-2.86029812126825
data,C,0.0116876595786014,-4.44922173067647,-5.14338199286891
data,C,0.0498140930209661,-2.99945734259745,-3.35382348009207
data,D,0.247803954091343,-1.39511735312932,-0.912449616232134
data,D,0.140917080257199,-1.95958364487504,-0.583012036290037
data,D,0.101593022403599,-2.28678042332607,-1.20196604052325
data,D,0.0433014115822653,-3.13957004445275,-3.2016702963519
data,B,0.00595824755734634,-5.12297887514364,-7.19921412576344
data,C,0.048744337910366,-3.02116623371207,-2.78277014463896
data,C,0.00477561200432603,-5.34423314481708,-6.7264248346551
data,D,0.0168272197616545,-4.08475747981163,-4.76599694107269
data,C,0.00918933165155313,-4.68971207087908,-5.22207434637538
data,D,0.00918489691889136,-4.69019478314434,-6.22619583519562
data,D,0.0140720834573135,-4.26356234082871,-4.4807532825407
data,D,0.00475474616787765,-5.34861196655947,-6.16121676127244
data,E,0.272734849557732,-1.29925520280448,0.529174257477265
data,E,0.0505914585887418,-2.98397251953151,-2.34198306699167
data,D,0.0304669527331507,-3.4911126997435,-4.40783744999437
data,D,0.0129749314635109,-4.34473613213982,-4.46484398365803
data,D,0.0251973637520925,-3.68101590294928,-4.88060903251979
data,C,0.430031137791557,-0.843897659447521,1.340303877506
data,C,0.0471978525357635,-3.05340688454931,-3.50159702803833
data,E,0.0716444869969098,-2.63603907118662,-1.97570005856834
data,E,0.0768051384081997,-2.56648373470987,-2.74173667565137
data,CD,0.0366653458444575,-3.30592322493054,-4.14016850988494
data,CD,0.0554337902627653,-2.89256593862126,-4.42121647962198
data,A,0.0806379834489614,-2.51778548180507,-2.44471920040239
data,D,0.0541089859161214,-2.91675500865777,-3.31847461687327
data,D,0.0831240065483414,-2.48742173137568,-2.6184392249169
data,CD,0.0243948038608231,-3.71338512588509,-5.2892305113003
data,CD,0.0173443435927511,-4.05448884345346,-6.05462076348837
data,BC,0.0455646978253802,-3.08862203278258,-3.34146893243269
data,A,0.0348923218601436,-3.35548847798553,-4.76071212639292
data,A,0.034063311419513,-3.37953438535211,-4.82605670707148
data,CD,0.127102553565294,-2.0627610099949,-1.69355766904408
data,CD,0.116025991040194,-2.15394105228229,-1.925470816243
data,BC,0.0927845935757651,-2.37747467047494,-2.84474032988929
data,A,0.0736633400145704,-2.60825002532541,-3.00787039939773
data,CD,0.0178031309762263,-4.02838093961145,-5.69269836528305
data,D,0.0985148629144028,-2.31754784965522,-1.14817488213567
data,BC,0.0268618210525774,-3.61704929224861,-4.4900566428218
data,C,0.0787030311700402,-2.54207360879807,-3.06215119379116
data,CD,0.0685334577993267,-2.68043321793285,-2.77919163907053
data,CD,0.0561639786905684,-2.87947967614424,-3.20820159931948
data,BC,0.0703904258722168,-2.65369802119974,-3.18538310134223
data,CD,0.306139938634433,-1.18371296576795,0.373246455212674
data,C,0.0541414343649844,-2.91615550151959,-2.80842303695996
data,BC,0.0433049454841905,-3.13948843608018,-3.49367000088898
data,E,0.0486401231140765,-3.02330651019921,-4.62795802896491
data,BC,0.122195460546712,-2.10213338067022,-2.54972992053178
data,C,0.0503958958835568,-2.9878455381023,-4.35288502593949
data,BC,0.025802646800301,-3.65727820315752,-3.35024659425647
data,CD,0.0312549221463195,-3.46557840652069,-3.45389969996131
data,CD,0.10630885807944,-2.24140666616119,-1.6998689306938
data,E,0.0354650022976883,-3.3392089195406,-5.2636483721551
data,BC,0.270991523209762,-1.30566773826043,-1.16733753041806
data,BC,0.508887964098573,-0.675527396485323,0.316209245356198
data,C,0.459831090618547,-0.776896051238841,-0.457188986362128
data,BC,0.0769590532794379,-2.56448177416296,-3.82162213099369
data,C,0.0841099543466283,-2.47563035578967,-3.82069616672209
data,BC,0.180813092461835,-1.71029141958701,-0.488565121367978
data,C,0.0190618496171018,-3.96006634364367,-6.18385212435075
data,BC,0.0798698048918708,-2.52735740887702,-3.0366971341571
data,C,0.189577272350363,-1.6629585679162,0.239508984474308
data,BC,0.0403294532377651,-3.21067322739766,-3.71375194162999
data,BC,0.108770328564467,-2.21851669715403,-2.73502762751502
data,C,0.00539809231041571,-5.22170966367747,-8.16342109079493
data,CD,0.221025136918809,-1.50947884221841,-0.643940450798441
data,A,0.0275138933406219,-3.59306418950017,-5.492433508596
data,C,0.0178360549664988,-4.0265333104489,-6.46539661213553
data,CD,0.0682691710624657,-2.68429698967245,-1.66233722752651
data,CD,0.0705319680350487,-2.65168922463442,-3.35798999926373
data,A,0.0375305894957187,-3.28259895863859,-5.59836692622502
data,C,0.0194315169517353,-3.94085894598279,-5.96140723524201
data,CD,0.288758458264263,-1.24216472488507,-0.386630589361999
data,C,0.043558045003407,-3.13366086247075,-4.35120514235263
data,B,0.000229620623864615,-8.37908207235859,-14.3405733652318
data,B,0.000323811229088372,-8.03534983823504,-13.4507028360937
data,D,0.00212289087580837,-6.15497649852021,-8.61387072464568
data,B,0.0053970108682076,-5.22191002159787,-6.55087860107641
data,D,0.00362013896346662,-5.62124286618329,-9.43388668151145
data,D,0.00149840240711802,-6.50335580037679,-10.6847813535601
data,D,0.000315781821101141,-8.06045902239387,-13.3370295732112
data,D,0.00607449396091209,-5.10365659184034,-6.67056785045782
data,D,0.00795098206547463,-4.83445982769675,-7.91839829968836
data,D,0.000221919966473225,-8.41319375247372,-14.1707426978298
data,D,0.00324876524712933,-5.72948027879009,-10.4893975230298
data,D,0.0141162867663804,-4.26042605838676,-5.47898534843319
data,D,0.00619148359148104,-5.08458054548125,-7.31943936919098
data,D,0.00222145845167027,-6.10959133859001,-9.4890661453753
data,D,0.000486560248076267,-7.62814982417785,-12.4131951846984
data,B,0.000149461318821301,-8.80847293559298,-14.4322854851056
data,D,0.000943352210497219,-6.96607084506753,-11.1582764191879
data,D,0.00367883072264739,-5.60516031570188,-6.65860860036051
data,B,0.00376901241214443,-5.58094227148303,-8.21600276510392
data,D,0.00452361371809556,-5.39844410941012,-8.18415854460318
data,D,0.00039099311266849,-7.84682061279264,-13.2389655199277
data,D,0.000264263230375031,-8.23856486682288,-13.1807301869225
data,D,0.000790699065677327,-7.142593110528,-10.5712979593259
data,D,0.0497556619361506,-3.00063101409133,-5.02065515496188
data,B,0.00024130500749444,-8.32944883339594,-13.2842469413467
data,D,0.00164075611860574,-6.41259809546564,-9.3248802324383
data,B,0.000900775737500108,-7.01225423533312,-12.300641710465
data,D,0.0309481664098265,-3.47544152523085,-5.67838855314435
data,B,0.00305640100424062,-5.79051719762115,-10.0655057814633
data,D,0.000279678360436371,-8.18187032779843,-13.7977777728043
data,B,0.0162225755223408,-4.12135145607274,-4.51838040101773
data,B,0.000370360118757468,-7.90103473173034,-12.3399549266194
data,D,0.0214576206784284,-3.84167542032021,-5.72194517456272
data,E,0.00486134098308043,-5.3264409566848,-8.06142165964029
data,E,0.00500077330475151,-5.29816271755651,-7.8722517449021
data,B,0.000696194662922431,-7.26988124862834,-12.1216066684421
data,D,0.000448391617748022,-7.70984356063408,-11.4750905986561
data,D,0.00669211820182278,-5.00682483286012,-6.60271766447497
data,D,0.00272682657245052,-5.90461677360215,-9.21600109151294
data,D,0.000548469720002678,-7.5083784848728,-12.2633749945645
data,D,0.000557861694109319,-7.49139948632448,-12.3308238752053
data,B,0.00054804460985711,-7.50915386948071,-12.7463449075435
data,D,0.00257046567893501,-5.9636681984602,-9.92231351436429
data,B,0.00489122403489502,-5.32031269293419,-7.51332129125019
data,A,0.000315352990030362,-8.06181794327482,-13.6965770495181
data,D,0.000381263594240967,-7.87201957365286,-12.6304129137484
data,D,0.000156206724667934,-8.76433026983408,-14.1134122675895
data,D,0.00275051530829949,-5.89596700002182,-8.37624477095319
data,E,0.00862452772989953,-4.75314507351755,-6.66366040578951
data,D,0.0362590043976045,-3.31706753135163,-3.85737897921177
data,B,0.000451781819986783,-7.70231119381306,-12.8364073470926
data,D,0.000324862298622177,-8.03210916196643,-13.1936872704293
data,B,0.000378714740449378,-7.87872729999735,-13.2836442518875
data,E,0.00165637598350697,-6.40312320560893,-9.94965740141712
data,B,0.000992220822003482,-6.91556487262564,-10.9153222266594
data,D,0.0122566450111637,-4.40168703917325,-6.27345303488923
data,B,0.000129999099620479,-8.94798303352899,-13.8341451704303
data,B,0.000195377446605797,-8.5405772466866,-14.3166450781046
data,D,0.000624972418551127,-7.37780303951984,-12.0917288246419
data,D,0.000436347548584441,-7.73707150237362,-12.5650378972267
data,E,0.00221042585761431,-6.11457008626284,-10.2853677609615
data,D,0.000663135899125417,-7.3185306127267,-11.7297174227032
data,B,0.000270987025461806,-8.21343961475539,-13.1759777581145
data,D,0.0143389825824744,-4.24477339594595,-5.23313048327445
data,B,0.000814079069162676,-7.1134530601157,-11.6833199845219
data,D,0.000166467862755331,-8.70070828365835,-15.060184095632
data,B,0.000246207102582771,-8.30933749579669,-12.6768094447277
data,D,0.000882993537102393,-7.03219267663694,-10.8324272082623
data,B,0.000185355585424316,-8.59323449434994,-14.8118003884657
data,D,0.000194587580798942,-8.54462820937047,-13.7179826421276
data,D,0.00188104945558299,-6.27592543683291,-8.27636647469651
data,D,0.00141601283882406,-6.55991021678557,-10.3279379260658
data,E,0.00176922710556408,-6.3372124912848,-10.039024167293
data,A,0.000173656467474015,-8.65843153516014,-13.9225433102095
data,B,0.000187063375811374,-8.58406309044385,-15.0640296904857
data,B,0.00138286574574696,-6.58359730567031,-10.7557670020513
data,D,0.000188938496351921,-8.57408901199135,-14.5488283509105
data,D,0.000356481338417633,-7.93922866613466,-13.2690304167115
data,B,0.00666922539844455,-5.0102515579657,-7.52094805661557
data,B,0.00617288923991181,-5.08758827839913,-8.03641764844904
data,D,0.000202597335468313,-8.50429011792269,-12.9296118762757
data,A,0.00010148117866396,-9.19563720855922,-15.4485538630885
data,D,0.000923110208371982,-6.98776192823614,-11.5079703352877
data,D,0.0015938646926632,-6.44159358762286,-9.15059319780889
data,B,0.00034892648826744,-7.96064929328543,-12.2379085698501
data,B,0.0038066156629379,-5.57101476203984,-9.17657816194006
data,D,0.00574392086936674,-5.15961322355556,-6.53391389021697
data,D,0.00109415225317421,-6.81777541357415,-10.7818710732224
data,B,0.000679434025883419,-7.29425042123779,-11.8036879802827
data,B,0.000658595842326211,-7.32540050093867,-11.5829221710267
data,D,0.00117338330252181,-6.74786399157052,-11.2867185679679
data,D,0.0198068996384009,-3.92172493539612,-5.07179869021545
data,A,0.00148389794358727,-6.5130829077694,-8.78582993632392
data,D,0.00481236425162105,-5.33656678722144,-8.38729391304321
data,D,0.00623524468487867,-5.07753745685453,-7.27976446124
data,B,0.000603811601419603,-7.41224832686552,-12.9241564648519
data,D,0.00255784096206366,-5.96859175052465,-9.37555174248443
data,D,0.00269935659898192,-5.91474183104238,-9.56842951286536
data,B,0.001827528716347,-6.30479065300442,-9.53396050605646
data,E,0.00058349347416891,-7.4464772902438,-11.8453135057143
data,D,0.000454445637668793,-7.69643226059004,-12.476673883448
data,D,0.00116468994528798,-6.75530036877008,-10.9805092679369
data,B,0.00053575402799209,-7.53183540522151,-13.0237577157762
data,B,0.00327564837121595,-5.72123945354577,-8.39845975345588
data,D,0.00101747193463718,-6.8904342236941,-11.3167209099125
data,D,0.000292890097018368,-8.13571311481357,-14.0825752256325
data,D,0.00751804464522368,-4.89044919541356,-7.11173956111957
data,D,0.00424936727469304,-5.46098518367184,-7.97597646411237
data,D,0.00516660979142342,-5.26553855189723,-7.74936818199193
data,D,0.000256096416691921,-8.26995655668831,-13.8856295522978
data,D,0.00639636412484551,-5.05202555554247,-7.56563582881132
data,D,0.000380698931199216,-7.87350170204177,-12.6585310575544
data,B,0.00282215742641303,-5.87025364170242,-8.38470039437739
data,E,0.0317813546886502,-3.44887549170057,-3.84111890674043
data,D,0.000919519106216916,-6.9916597352158,-10.7873979742073
data,D,0.00387301362053811,-5.55372236166301,-8.13569221641434
data,D,0.0167993639607631,-4.086414252768,-5.02475692619566
data,D,0.0026673547583111,-5.92666802488889,-9.80409016760345
data,B,0.000319969392317765,-8.04728521575215,-13.4712933974516
data,B,0.000122260890933432,-9.00935334618731,-16.9054054372606
data,B,0.00037794929418767,-7.88075051370324,-13.0051721105328
data,D,0.000456935608155622,-7.69096807818877,-13.2614637720403
data,D,0.00221436940381662,-6.11278760955445,-10.410853015576
data,B,0.000458140725837087,-7.68833415939226,-13.2974885232098
data,B,0.0028812139774058,-5.84954355371628,-9.33186723851007
data,D,0.00666179590266723,-5.01136617572509,-7.80098946621323
data,D,0.000588512978977878,-7.4379115771692,-12.2487426155121
data,D,0.000952864372653932,-6.95603798064582,-11.5788298988749
data,B,0.000428455245178292,-7.75532427070611,-12.5091774249666
data,D,0.0549238772525131,-2.90180710238579,-3.67290125071975
data,E,0.000600334374165987,-7.41802376770004,-10.7203893767265
data,B,0.000103735465098634,-9.1736665041026,-16.3724211396024
data,D,0.000394600505659477,-7.83763668292834,-11.9633865705104
data,B,0.000940052950253249,-6.96957435423006,-11.4169435597005
data,B,0.000911855591748925,-7.00002892280799,-11.1993166376038
data,D,0.000137330625451059,-8.89311921506663,-15.188747926179
data,A,0.00111904465720113,-6.79527994231538,-12.1476962630952
data,B,0.000156700505798289,-8.76117418079456,-15.2758004925667
data,B,0.00234985006995511,-6.05340375288048,-10.0135903552885
data,E,0.00138010818093437,-6.58559339090409,-9.54492182854004
data,E,0.00652302531048917,-5.0324170059842,-8.00151800042008
data,D,0.000932271267802661,-6.97788672575429,-10.9936201326126
data,D,0.000577431453605211,-7.45692081766905,-12.8443266118159
data,D,0.00779486561995159,-4.85429001588314,-5.78088020218934
data,D,0.00786748919575405,-4.84501630230228,-5.29975515173749
data,D,0.0110736191520864,-4.50318965235151,-6.18918301148428
data,D,0.000509529839139616,-7.5820221414823,-13.01025648446
data,B,0.00208050979083182,-6.17514232355292,-9.42947377436686
data,D,0.00037444940054596,-7.89005387616226,-12.3474914426187
data,D,0.00237937387168804,-6.04091790503281,-9.30347559313449
data,D,0.00610659685371861,-5.09838564072093,-8.26285856712361
data,B,0.000318931035631122,-8.05053566779583,-12.1609807979957
data,B,0.000201615758365551,-8.50914685832611,-14.6545848647603
data,D,0.0133612308939606,-4.31539798233612,-5.89776201420278
data,D,0.00269475459915495,-5.91644813659467,-9.28509868209692
data,D,0.000558172192417653,-7.49084305462452,-12.0621183556265
data,D,0.000676994990865591,-7.29784668409623,-11.2712924658844
data,B,0.0001950370874868,-8.54232082524478,-13.800669227288
data,D,0.000317754742817983,-8.05423072174967,-12.949997212049
data,D,0.0120510695507,-4.41860186359016,-6.40679309266364
data,D,0.000386775342183411,-7.85766654465031,-12.5656984641949
data,D,0.00179997154863813,-6.31998442051709,-9.6742933510368
data,D,0.0144791599085857,-4.23504491107051,-6.34775768656032
data,D,0.302436145014509,-1.19588511465518,0.0215574851634611
data,D,0.000350926917036303,-7.95493256974965,-14.4866730393099
data,D,0.00011008717965478,-9.1142379637515,-15.7462465932862
data,D,0.00620871001619911,-5.08180213147501,-8.1373335010881
data,D,0.000882688584340835,-7.03253809868192,-11.7571756068926
data,D,0.00293819003106667,-5.82996152290462,-8.51597090488446
data,D,0.00293985954435397,-5.82939347280202,-8.92911637535458
data,B,0.000927821412815021,-6.98267128678488,-12.0058010264228
data,D,0.0212617270864056,-3.85084667294236,-4.5285977477029
data,D,0.00162534237415966,-6.42203679360227,-10.5194857539848
data,D,0.00181860760281607,-6.3096841240939,-10.041866341677
data,D,0.00711570695886797,-4.94545069062402,-6.03555985993113
data,D,0.000733540783480713,-7.21762736072623,-11.5158470628571
data,D,0.000212851719768797,-8.4549147860009,-13.5071388380329
data,D,0.000213680917330208,-8.45102669616257,-14.4380468803447
data,D,0.00620858946211408,-5.08182154859308,-6.91774761276214
data,B,0.00183429365333224,-6.30109580164437,-10.9985051239919
data,B,0.00355338450597313,-5.63985474771049,-8.46917398509438
data,B,0.00369331232265939,-5.60123157515793,-9.71568967886367
data,E,0.000326219701084595,-8.02793947387887,-12.655890124582
data,B,0.00218714111893371,-6.12516001310782,-9.62633120423283
data,B,0.00126485435331987,-6.6727982991468,-10.918628219898
data,B,0.000183540845106617,-8.60307332610206,-14.9184958860204
data,B,0.0214826814116171,-3.84050818418939,-6.60535464281125
data,D,0.000174113365383288,-8.65580394570883,-14.4889941850395
data,D,0.000539511239077531,-7.52484694108728,-12.1292173746166
data,D,0.000451606599233776,-7.70269911278895,-12.761635789054
data,B,0.000111869014025353,-9.09818188871938,-13.8677701371006
data,B,0.000234511027138711,-8.35800794713786,-14.0168484218783
data,B,0.000497802366930107,-7.60530741326084,-12.5156993418236
data,D,0.00526675547891815,-5.24634076467378,-8.40065309642722
data,D,0.0010355348986856,-6.87283717544101,-10.820428928914
data,D,0.00377378580189674,-5.57967658990065,-7.60174169260825
data,B,0.00677161424029508,-4.99501578025947,-8.08186779980337
data,D,0.00697212572881524,-4.96583511809407,-8.86198306187934
data,B,0.000207680800712932,-8.47950826894302,-13.8288606928142
data,D,0.0244532833142881,-3.71099078519399,-5.23624187057807
data,D,0.000890563898012668,-7.0236557026009,-11.7309742702524
data,D,0.00357585632737087,-5.63355059938769,-9.08904657979662
data,D,0.000304824252158885,-8.09577516986669,-12.8837122462933
data,D,0.00245144000344257,-6.01107967057953,-9.62543227935818
data,D,0.0506167780285827,-2.9834721760572,-3.37762330415756
data,D,0.00528890957016552,-5.24214318476321,-7.62308783352621
data,D,0.00335432927722226,-5.69750344591505,-8.81043777447777
data,B,0.117943866060693,-2.13754647905307,-2.93115193641588
data,D,0.000251338306533778,-8.28871069155052,-13.827124084646
data,D,0.000258731660348539,-8.25971909377669,-12.8071910407081
data,B,0.000569671848019409,-7.47045006814667,-13.1140944443652
data,D,0.0104400738271718,-4.56210362498447,-6.14216163309363
data,B,0.000399993236893095,-7.82406291876649,-13.3714520385933
data,D,0.00166402500067421,-6.39851591225235,-9.66916969090567
data,D,0.00399302443185031,-5.52320633224952,-8.3622866497598
data,B,0.000143671982404082,-8.84797775672069,-15.1642070781258
data,B,0.000137063182253909,-8.89506855411386,-15.1812926614601
data,D,0.00113564855649048,-6.78055137583428,-9.02231607191853
data,E,0.0121309720225365,-4.41199342547444,-6.4347563778501
data,D,0.00113259938602015,-6.78323994638241,-10.5561959890004
data,D,0.000746002190782664,-7.20078202105884,-11.8361693950777
data,B,0.00052780781913324,-7.54677831942873,-13.2540936494121
data,B,0.000367160924024018,-7.90971032093713,-12.4492520397415
data,B,0.00768125632861124,-4.86897216074645,-6.26027881362739
data,D,0.0010205017691889,-6.88746084206678,-10.8632712334322
