---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
data,C,0.207342171608049,200,524.6067,0.256,-1.57338484748499,5.75388234706583,-2.93561895175516,5.29831736654804
data,D,0.138179185226468,30,919.1426,0.673,-1.97920399240386,5.89310213424204,-2.37482651176205,3.40119738166216
data,D,0.138179185226468,200,572.6591,0.419,-1.97920399240386,5.89310213424204,-2.84797718999153,5.29831736654804
data,D,0.138179185226468,300,501.9419,0.368,-1.97920399240386,5.89310213424204,-2.97978341480003,5.7037824746562
data,D,0.056894189181275,10,270.2609,0.481,-2.86656206641673,4.56825446004175,-3.59888000201097,2.30258509299405
data,D,0.056894189181275,175,114.5895,0.204,-2.86656206641673,4.56825446004175,-4.45691161369557,5.16478597392351
data,D,0.013352670507216,250,4.7994,0.036,-4.3160388761471,3.478498488609,-7.62977688064122,5.52146091786225
data,C,0.66966225247421,15,3545.5404,0.536,-0.400981794483404,6.09529189034733,-1.02482192333707,2.70805020110221
data,C,0.66966225247421,250,1400.2687,0.212,-0.400981794483404,6.09529189034733,-1.95384836498307,5.52146091786225
data,C,0.307269188048148,250,561.6714,0.185,-1.18003108155628,5.39931787812961,-2.86735080935937,5.52146091786225
data,D,0.154708000159308,250,391.9237,0.256,-1.86621580871756,5.75938928448431,-3.22720061275397,5.52146091786225
data,D,0.0669204962341141,15,359.8559,0.544,-2.70424998755756,4.94456088984071,-3.31256411720207,2.70805020110221
data,D,0.0628307622216858,100,196.2701,0.316,-2.76731048114818,5.11291506901947,-3.91877601894184,4.60517018598809
data,C,0.52796113320324,30,1812.0671,0.347,-0.638732609342824,5.00546595857115,-1.69604427391954,3.40119738166216
data,D,0.120568484106286,400,248.1937,0.208,-2.11553735465912,5.61222081770322,-3.6840583010494,5.99146454710798
data,D,0.117145638091268,30,545.061,0.471,-2.14433734825743,5.40279225969915,-2.89737007573648,3.40119738166216
data,D,0.117145638091268,200,298.8556,0.258,-2.14433734825743,5.40279225969915,-3.49830727714964,5.29831736654804
data,D,0.0308804159228754,100,69.7081,0.228,-3.47763308491124,3.85064359549695,-4.95395126738897,4.60517018598809
data,D,0.0329690765546426,125,102.9188,0.316,-3.41218523094581,4.44003386400097,-4.56432746293774,4.8283137373023
data,C,0.235973444674935,75,278.8155,0.12,-1.4440360028515,4.62560018313358,-3.56771751799202,4.31748811353631
data,C,0.0131621852759363,5,70.0844,0.539,-4.33040731246802,3.11811353684013,-4.94856756069657,1.6094379124341
data,C,0.0131621852759363,350,6.1192,0.047,-4.33040731246802,3.11811353684013,-7.38683642171639,5.85793315448346
data,E,0.0339545011428199,5,249.9695,0.745,-3.38273385223923,4.22847810137737,-3.67692888032227,1.6094379124341
data,E,0.0339545011428199,15,189.847,0.566,-3.38273385223923,4.22847810137737,-3.95204930613786,2.70805020110221
data,C,0.149637239198874,45,623.2788,0.422,-1.89954131929231,6.0862306653398,-2.76327386001959,3.80666248977032
data,C,0.149637239198874,150,478.414,0.324,-1.89954131929231,6.0862306653398,-3.02779132431963,5.01063529409626
data,C,0.0717042963272284,25,299.26,0.422,-2.6352046122899,5.31484887242518,-3.49695502998664,3.2188758248682
data,C,0.0717042963272284,150,188.6241,0.266,-2.6352046122899,5.31484887242518,-3.95851164503705,5.01063529409626
data,C,0.0291389813829026,60,69.8594,0.243,-3.53567843480057,3.75615247812391,-4.95178314000589,4.0943445622221
data,D,0.0718442381232999,300,53.1214,0.075,-2.63325486280705,4.19023382744797,-5.22568793049935,5.7037824746562
data,B,0.245760974978751,25,831.8097,0.343,-1.40339586183201,5.52278110579815,-2.47466410204402,3.2188758248682
data,C,0.385012400169678,5,2373.0163,0.624,-0.954479736980097,5.74837382544291,-1.42635066538747,1.6094379124341
data,C,0.385012400169678,45,1273.5022,0.335,-0.954479736980097,5.74837382544291,-2.04874176880132,3.80666248977032
data,C,0.385012400169678,60,1158.4442,0.305,-0.954479736980097,5.74837382544291,-2.14343461376104,4.0943445622221
data,C,0.480809909529718,5,3831.499,0.807,-0.732283285470792,6.19459250340675,-0.947256401325877,1.6094379124341
data,C,0.0812185970904197,150,119.8425,0.149,-2.51061102983032,4.33774216732319,-4.4120894100424,5.01063529409626
data,D,0.0606462468883222,125,182.8505,0.305,-2.80269752698543,4.76559654940222,-3.98959891166845,4.8283137373023
data,D,0.0606462468883222,200,159.7643,0.267,-2.80269752698543,4.76559654940222,-4.12456818662351,5.29831736654804
data,C,0.397466755029527,75,810.8848,0.206,-0.922643983531207,5.94858771599879,-2.50014179357184,4.31748811353631
data,D,0.0823979464604437,150,199.0674,0.245,-2.49619476397382,4.74949758944599,-3.90462432989377,5.01063529409626
data,D,0.0823979464604437,400,87.3149,0.107,-2.49619476397382,4.74949758944599,-4.72874666662935,5.99146454710798
data,D,0.0796328146590771,400,76.4213,0.097,-2.53032902662043,4.72713224569177,-4.86200633761425,5.99146454710798
data,D,0.334880704055401,60,783.9699,0.237,-1.09398091787564,5.72579202101852,-2.53389716398567,4.0943445622221
data,D,0.118432946347219,60,652.8281,0.558,-2.13340833217249,5.83666194216032,-2.7169539426753,4.0943445622221
data,C,0.598145564725058,15,2229.1091,0.377,-0.513921135380498,5.64578518961272,-1.48891051283828,2.70805020110221
data,C,0.284481891832405,5,1497.6298,0.533,-1.25708567653668,4.73563930588697,-1.88662878671229,1.6094379124341
data,D,0.149929378335733,10,832.7654,0.562,-1.89759090684734,5.31283064264543,-2.47351582089406,2.30258509299405
data,D,0.165278447525783,75,581.2303,0.356,-1.80012366664994,5.38080557450312,-2.83312072688783,4.31748811353631
data,D,0.165278447525783,200,336.4118,0.206,-1.80012366664994,5.38080557450312,-3.37993178596937,5.29831736654804
data,D,0.165278447525783,300,233.4381,0.143,-1.80012366664994,5.38080557450312,-3.74535084513696,5.7037824746562
data,C,0.0886054024736166,60,280.8409,0.321,-2.42356244722988,4.93985632791411,-3.5604794739263,4.0943445622221
data,C,0.0527087556527571,350,50.85,0.098,-2.94297369581624,4.62872973904923,-5.26938766824735,5.85793315448346
data,D,0.0154464494077075,150,17.2777,0.113,-4.17037611384803,3.36652548424134,-6.34885113807669,5.01063529409626
data,C,0.177058647385115,45,752.8974,0.43,-1.73127426013082,5.80738019119988,-2.57433882720565,3.80666248977032
data,C,0.177058647385115,125,519.8901,0.297,-1.73127426013082,5.80738019119988,-2.94465034765703,4.8283137373023
data,D,0.17275196191728,15,1106.0395,0.648,-1.75589845942472,5.6044699160465,-2.18972689501166,2.70805020110221
data,D,0.157442507546374,15,777.2447,0.5,-1.84869491880824,5.67675310755991,-2.54251256073913,2.70805020110221
data,D,0.157442507546374,250,336.8262,0.217,-1.84869491880824,5.67675310755991,-3.37870072042543,5.52146091786225
data,C,0.190834837530622,25,951.0927,0.504,-1.65634694999638,5.90481130038183,-2.34065625660634,3.2188758248682
data,C,0.190834837530622,30,924.3366,0.49,-1.65634694999638,5.90481130038183,-2.36919149972188,3.40119738166216
data,C,0.190834837530622,150,656.4637,0.348,-1.65634694999638,5.90481130038183,-2.71140039174942,5.01063529409626
data,D,0.126262778656648,45,403.0175,0.323,-2.06938999886641,5.15082642103744,-3.19928780542042,3.80666248977032
data,D,0.126262778656648,150,263.6438,0.211,-2.06938999886641,5.15082642103744,-3.62366884106697,5.01063529409626
data,C,0.00578171299679959,25,22.812,0.399,-5.15305527397734,2.959159987787,-6.07098107744762,3.2188758248682
data,C,0.494486094410572,250,808.3818,0.165,-0.704236248819164,6.17521507605666,-2.50323331907301,5.52146091786225
data,C,0.311265088150782,5,1504.2309,0.489,-1.16711035639169,4.97187246417392,-1.88223077407955,1.6094379124341
data,C,0.0223068524662305,125,25.6649,0.116,-3.80286136223739,3.98523687958185,-5.95314349109414,4.8283137373023
data,D,0.157316127833308,30,624.0246,0.401,-1.84949794503629,5.62408473668599,-2.76207800007263,3.40119738166216
data,D,0.1262102589027,25,598.6506,0.48,-2.06980604134931,5.67817991540351,-2.80358966832449,3.2188758248682
data,D,0.1262102589027,125,417.8703,0.335,-2.06980604134931,5.67817991540351,-3.16309669344749,4.8283137373023
data,D,0.1262102589027,350,278.417,0.223,-2.06980604134931,5.67817991540351,-3.56914780092754,5.85793315448346
data,D,0.0223109698745635,30,79.8006,0.362,-3.80267679884417,4.09454143818528,-4.81873676751742,3.40119738166216
data,C,0.124131827301138,45,391.4299,0.319,-2.0864111546963,5.14617786647798,-3.22846134626029,3.80666248977032
data,C,0.0724425705373884,10,348.306,0.487,-2.62496116154145,4.57654787553184,-3.34518638698948,2.30258509299405
data,D,0.016351005954919,10,75.6257,0.468,-4.1134658572368,3.65374639694258,-4.8724716182354,2.30258509299405
data,E,0.141659587653364,25,461.6659,0.33,-1.95432836948001,4.53314496522139,-3.06342632143978,3.2188758248682
data,E,0.141659587653364,200,116.9799,0.084,-1.95432836948001,4.53314496522139,-4.43626566557438,5.29831736654804
data,E,0.35193708531696,300,769.1966,0.221,-1.04430285425403,5.89682049235185,-2.55292119721387,5.7037824746562
data,C,0.113985235747558,15,576.4778,0.512,-2.17168634996125,5.30094277636691,-2.84133096001364,2.70805020110221
data,C,0.113985235747558,250,211.7304,0.188,-2.17168634996125,5.30094277636691,-3.84295402347735,5.52146091786225
data,C,0.200056541325093,100,724.0478,0.366,-1.60915524576262,6.45371004523795,-2.61341037843611,4.60517018598809
data,C,0.200056541325093,300,530.1765,0.268,-1.60915524576262,6.45371004523795,-2.9250578207663,5.7037824746562
data,C,0.0905957266969882,30,530.9145,0.593,-2.4013482337455,5.98421016920224,-2.92366679941375,3.40119738166216
data,C,0.153304866478069,300,420.4148,0.278,-1.87532674880673,5.88693041117809,-3.1570259477917,5.7037824746562
data,D,0.00584793557312251,350,5.8346,0.101,-5.14166657350326,3.17279043739883,-7.43446207919551,5.85793315448346
data,D,0.0364204142531808,5,206.8699,0.575,-3.31262583041511,4.05801060202309,-3.86617769748244,1.6094379124341
data,D,0.0364204142531808,10,173.7239,0.483,-3.31262583041511,4.05801060202309,-4.04080053340788,2.30258509299405
data,D,0.0364204142531808,100,80.3529,0.223,-3.31262583041511,4.05801060202309,-4.81183960711262,4.60517018598809
data,D,0.0364204142531808,175,58.0211,0.161,-3.31262583041511,4.05801060202309,-5.13746105324871,5.16478597392351
data,D,0.00668156002181206,20,32.7024,0.495,-5.00840378249951,3.10890095592583,-5.71081932103654,2.99573227355399
data,D,0.00668156002181206,350,7.1681,0.109,-5.00840378249951,3.10890095592583,-7.22862716427374,5.85793315448346
data,D,0.0190419056979341,15,84.5408,0.449,-3.9611131654503,3.83740997267524,-4.76103353267194,2.70805020110221
data,D,0.0190419056979341,25,74.0576,0.394,-3.9611131654503,3.83740997267524,-4.89342462193871,3.2188758248682
data,D,0.0190419056979341,30,70.5165,0.375,-3.9611131654503,3.83740997267524,-4.94242106575419,3.40119738166216
data,D,0.0190419056979341,60,57.7536,0.307,-3.9611131654503,3.83740997267524,-5.14208210562059,4.0943445622221
data,D,0.0152375932087272,150,30.1406,0.2,-4.18398966713178,3.73198129842468,-5.79239469064151,5.01063529409626
data,E,0.14049843768493,20,737.7468,0.531,-1.96255890995037,5.07018114220471,-2.59466711444098,2.99573227355399
data,E,0.14049843768493,125,432.0877,0.311,-1.96255890995037,5.07018114220471,-3.12963921384214,4.8283137373023
data,E,0.107544609056252,20,604.7163,0.569,-2.22984954952468,4.96740575495643,-2.79350836831091,2.99573227355399
data,E,0.107544609056252,175,334.3947,0.315,-2.22984954952468,4.96740575495643,-3.38594575893926,5.16478597392351
data,C,0.0797313764340621,5,449.5379,0.571,-2.52909208892602,4.4086483921766,-3.09004762447806,1.6094379124341
data,C,0.0797313764340621,15,313.6498,0.398,-2.52909208892602,4.4086483921766,-3.4499907138528,2.70805020110221
data,C,0.232646489597704,25,565.856,0.246,-1.45823518957512,4.85854093572201,-2.85992816186935,3.2188758248682
data,D,0.445466233269949,350,483.1492,0.11,-0.808633830073051,5.4988154445644,-3.01794228209844,5.85793315448346
data,D,0.0897222446820402,10,455.7508,0.514,-2.41103655089543,4.95513619446854,-3.07632162183635,2.30258509299405
data,D,0.0897222446820402,150,199.0132,0.225,-2.41103655089543,4.95513619446854,-3.90489663655898,5.01063529409626
data,D,0.0897222446820402,400,114.7042,0.129,-2.41103655089543,4.95513619446854,-4.45591115001456,5.99146454710798
data,C,0.0202880064669479,20,64.5359,0.322,-3.89772538197008,3.18372534438757,-5.03104613263119,2.99573227355399
data,D,0.010034340262342,350,14.7395,0.149,-4.60174204255803,3.62252847293606,-6.50773682585864,5.85793315448346
data,D,0.00647213638159812,75,17.2927,0.27,-5.04024902688955,3.17591980762989,-6.34798334360852,4.31748811353631
data,D,0.112346067454208,10,823.7232,0.742,-2.18617128359618,6.03239491958088,-2.48443323959708,2.30258509299405
data,D,0.112346067454208,150,412.0566,0.371,-2.18617128359618,6.03239491958088,-3.17710707218719,5.01063529409626
data,D,0.227435941543724,25,1229.0116,0.547,-1.48088665587297,5.95657087267667,-2.08430224265248,3.2188758248682
data,D,0.227435941543724,30,1175.2988,0.523,-1.48088665587297,5.95657087267667,-2.12899009861954,3.40119738166216
data,D,0.227435941543724,150,742.436,0.33,-1.48088665587297,5.95657087267667,-2.58833111906628,5.01063529409626
data,C,0.11705858190716,5,612.9771,0.53,-2.14508076943164,4.66119965042317,-2.77994021276288,1.6094379124341
data,C,0.11705858190716,75,287.0931,0.248,-2.14508076943164,4.66119965042317,-3.53846123734153,4.31748811353631
data,D,0.0714300928359595,60,259.8271,0.368,-2.63903603013866,5.13151785734652,-3.63825138093696,4.0943445622221
data,C,0.342915485644991,100,634.8779,0.187,-1.07027125971353,5.73577922958035,-2.74483509380262,4.60517018598809
data,C,0.342915485644991,150,516.4254,0.152,-1.07027125971353,5.73577922958035,-2.95133694630206,5.01063529409626
data,C,0.342915485644991,250,381.4015,0.113,-1.07027125971353,5.73577922958035,-3.25441516470446,5.52146091786225
data,D,0.0640377976349699,10,295.2321,0.467,-2.74828178190455,4.2150318047364,-3.51050596408995,2.30258509299405
data,D,0.159455990302958,350,271.7913,0.173,-1.83598731769643,5.12263615288906,-3.59323329836719,5.85793315448346
data,D,0.239371319540371,100,139.2067,0.059,-1.42973929445369,4.86081436177973,-4.262307911816,4.60517018598809
data,D,0.273636571142661,60,873.9055,0.323,-1.29595443570921,5.69958269411486,-2.42529554450195,4.0943445622221
data,D,0.186762950723926,75,709.4234,0.384,-1.67791510945439,5.67751876344745,-2.63381526332475,4.31748811353631
data,D,0.0151375889462988,15,67.3547,0.45,-4.19057429422927,3.70337100871254,-4.98829510561362,2.70805020110221
data,D,0.0242037782653723,150,16.2319,0.068,-3.72124653133772,3.8570833782517,-6.41128934890766,5.01063529409626
data,C,0.0777033866850201,200,91.3071,0.119,-2.55485643587861,4.65814723710172,-4.68403924055669,5.29831736654804
data,C,0.243005625622231,300,338.2152,0.141,-1.41467068520079,5.67919723729253,-3.37458541146715,5.7037824746562
data,C,0.0350691051363024,45,91.5075,0.264,-3.35043473165682,3.8638396767169,-4.68184685460645,3.80666248977032
data,C,0.0336589944448414,25,113.7865,0.342,-3.39147496455634,3.83277298031368,-4.46394390526067,3.2188758248682
data,C,0.0336589944448414,45,88.2586,0.265,-3.39147496455634,3.83277298031368,-4.71799664925156,3.80666248977032
data,C,0.0507075604027532,150,110.4338,0.22,-2.98168025913245,4.43546448736835,-4.49385154433586,5.01063529409626
data,D,0.186687615144625,15,929.0095,0.504,-1.67831856622863,5.54068372588823,-2.36414882593085,2.70805020110221
data,D,0.0440240721152007,125,122.0956,0.281,-3.12301870113769,4.88932730796427,-4.3934634463106,4.8283137373023
data,D,0.848041670949731,20,5458.5886,0.651,-0.164825504126668,6.86890027024567,-0.593322253587871,2.99573227355399
data,D,0.848041670949731,60,4480.3408,0.535,-0.164825504126668,6.86890027024567,-0.790813396797596,4.0943445622221
data,D,0.848041670949731,125,3822.8395,0.456,-0.164825504126668,6.86890027024567,-0.949519040662872,4.8283137373023
data,D,0.848041670949731,175,3504.7257,0.418,-0.164825504126668,6.86890027024567,-1.03640025396477,5.16478597392351
data,D,0.727540888664723,20,4867.0803,0.677,-0.31808507716576,6.48955614888828,-0.708018282174624,2.99573227355399
data,D,0.727540888664723,150,2764.7178,0.385,-0.31808507716576,6.48955614888828,-1.27357394347693,5.01063529409626
data,D,0.727540888664723,300,2062.2279,0.287,-0.31808507716576,6.48955614888828,-1.56672560850897,5.7037824746562
data,D,0.727540888664723,400,1762.5645,0.245,-0.31808507716576,6.48955614888828,-1.72374266098042,5.99146454710798
data,D,1.03655814985581,100,5122.9417,0.5,0.035905753448167,7.17272868216869,-0.656783686918216,4.60517018598809
data,D,0.0612601899017775,25,254.8205,0.421,-2.79262507765124,5.2592751800838,-3.65770841502123,3.2188758248682
data,D,0.124912764514529,15,741.8585,0.601,-2.08013966919792,5.79003355758369,-2.58910926656887,2.70805020110221
data,C,0.175152950754046,250,189.0558,0.109,-1.74209568246915,5.42654864843223,-3.95622558116122,5.52146091786225
data,C,0.105096208549316,300,112.9133,0.109,-2.25287907644722,4.94140466318787,-4.47164752315876,5.7037824746562
data,D,0.0877975544456609,400,221.9166,0.256,-2.43272163242305,5.38229468247946,-3.7959661551291,5.99146454710798
data,C,0.19114516426457,10,1207.2774,0.639,-1.65472211727863,5.42698481153355,-2.10214477003542,2.30258509299405
data,C,0.133623871131967,300,246.9613,0.187,-2.01272635770279,5.45392402564761,-3.6890361465515,5.7037824746562
data,D,0.0453041939035346,250,67.1888,0.15,-3.09435567012649,4.44312287164094,-4.99076122376991,5.52146091786225
data,C,0.100055098036987,5,586.4026,0.593,-2.30203426435813,4.65512555601565,-2.82426120634574,1.6094379124341
data,C,0.100055098036987,200,106.8384,0.108,-2.30203426435813,4.65512555601565,-4.52695037827684,5.29831736654804
data,C,0.447947665847632,300,842.8681,0.19,-0.803078870695217,6.25214656763088,-2.46145730998792,5.7037824746562
data,C,0.0530573219851839,15,267.009,0.509,-2.93638240299022,4.54045382543076,-3.61098542504459,2.70805020110221
data,C,0.0530573219851839,300,22.9487,0.044,-2.93638240299022,4.54045382543076,-6.06500650071992,5.7037824746562
data,D,0.37097231447318,100,1511.6981,0.412,-0.991627843220725,6.2051565083697,-1.87727892325118,4.60517018598809
data,C,0.287286773990384,20,1004.3195,0.354,-1.24727434959299,5.2472326739482,-2.28620231402211,2.99573227355399
data,C,0.287286773990384,45,706.9921,0.249,-1.24727434959299,5.2472326739482,-2.63724829888231,3.80666248977032
data,D,0.0456953578639252,100,135.3301,0.3,-3.08575856471133,4.63379943695541,-4.29055081171932,4.60517018598809
data,C,0.0113761374804306,150,15.3924,0.137,-4.47623732086501,3.01731228072685,-6.46439390963025,5.01063529409626
data,D,0.261339547863416,250,70.7428,0.027,-1.34193476749298,5.19839899423817,-4.93921702618161,5.52146091786225
data,D,0.0893148712526111,60,326.5249,0.37,-2.41558727358027,5.35559057075689,-3.40976158153364,4.0943445622221
data,C,0.181504075254301,150,245.48,0.137,-1.70647717233756,5.06899132275202,-3.69505231322102,5.01063529409626
data,C,0.181504075254301,300,123.548,0.069,-1.70647717233756,5.06899132275202,-4.38163804621655,5.7037824746562
data,D,0.116966114315807,15,463.5221,0.401,-2.14587100736513,4.82237574514759,-3.05941372618229,2.70805020110221
data,D,0.116966114315807,25,396.8293,0.343,-2.14587100736513,4.82237574514759,-3.21476157733148,3.2188758248682
data,D,0.116966114315807,125,186.1473,0.161,-2.14587100736513,4.82237574514759,-3.97172949496029,4.8283137373023
data,D,0.116966114315807,300,76.9938,0.067,-2.14587100736513,4.82237574514759,-4.85454289161062,5.7037824746562
data,D,0.149655462280731,100,330.9485,0.224,-1.89941954497714,5.4297086663154,-3.39630501659396,4.60517018598809
data,D,0.0793224618078587,125,100.4206,0.128,-2.53423393940446,4.43524949024222,-4.58890042524781,4.8283137373023
data,D,0.228272818406737,350,290.3583,0.129,-1.47721379338998,5.75743068173586,-3.52715211314335,5.85793315448346
data,C,0.0803314398962108,45,321.1499,0.405,-2.52159420419408,4.96161916185595,-3.42635979841914,3.80666248977032
data,D,0.108967633628301,150,62.0469,0.058,-2.21670438003806,4.94896620461819,-5.07037724004924,5.01063529409626
data,D,0.0552036866875053,5,508.608,0.933,-2.89672554011217,5.02987479660789,-2.9665902084242,1.6094379124341
