---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:41
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: GSC
    type: factor
  - name: LnA
    type: numeric
  - name: LnVRMS
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,GSC,LnA,LnVRMS
data,B,BC,-7.86631773577452,-9.42046127261588
data,B,BC,-7.89915201926338,-10.8985186658768
data,D,DE,-1.80168893604554,-3.31979182528064
data,B,BC,-8.43498345185312,-10.8800994242891
data,D,DE,-4.25235103471835,-6.82853275080507
data,A,AB,-7.54917477246173,-10.4016665968701
data,D,DE,-0.49934358323844,-2.48007327192177
data,D,DE,-7.84167870046667,-10.2903056600405
data,D,DE,-6.33581561800023,-9.06490983801374
data,D,DE,-6.32837014868417,-9.22592937093861
data,D,DE,-4.82228081618397,-6.83140882814406
data,D,DE,-6.69718820709952,-9.28962650933356
data,D,DE,-4.61624583353088,-6.69983736232818
data,B,BC,-8.90706467529224,-10.8748220229832
data,B,BC,-7.88934138881786,-9.43968580528152
data,D,DE,-8.90189623850543,-11.2971466787631
data,D,DE,-5.16938483782509,-7.14679109602451
data,B,BC,-8.26308028078716,-10.4982546826203
data,D,DE,-3.49167776545635,-4.55032780914554
data,D,BC,-5.08777512175946,-5.70812407219253
data,E,BC,-8.63220273880402,-11.079298048691
data,D,DE,-5.4753841039257,-7.57545246399015
data,D,DE,-1.25907247638476,-2.8096674079394
data,D,DE,-4.1386042466234,-5.79919210097292
data,D,DE,-7.03601947783326,-9.4669704685499
data,B,BC,-6.769423399408,-8.49366177693693
data,D,DE,-7.13937875315873,-10.2814080646118
data,D,DE,-4.94651830031216,-7.56432615581971
data,D,DE,-5.97363187939519,-8.06366007464154
data,D,DE,-6.78573769649731,-9.24683017291009
data,B,BC,-3.91284671760977,-6.77371568190193
data,D,DE,-3.8282893729927,-6.69058902189411
data,D,DE,-8.47269052384641,-11.2859994685879
data,E,BC,-6.0425544268296,-8.98125331050055
data,B,BC,-7.62675064056796,-11.0096316068326
data,E,DE,-7.9875402233461,-10.224632981071
data,D,DE,-8.52685421628422,-11.0142053242466
data,D,DE,-6.17418670315198,-8.32717230408938
data,B,BC,-8.69329101663246,-11.0465401350975
data,D,DE,-5.77959481051596,-7.9642230251486
data,D,BC,-5.31318293156164,-6.7755815110709
data,A,AB,-8.92707507995102,-11.4607400036451
data,A,AB,-8.99592900161543,-11.3313320563561
data,D,DE,-5.20662500210848,-6.87886816726173
data,D,DE,-5.51773969097342,-7.1962430161592
data,D,DE,-5.44613743095522,-7.11794170014604
data,D,DE,-7.64119682952713,-10.530239375938
data,B,BC,-7.19642326709317,-9.51654730098585
data,D,DE,-4.84122631083975,-7.44647215915567
data,D,DE,-5.01919404014869,-7.4558337101855
data,D,DE,-7.2604979123235,-9.2989528641798
data,D,DE,-8.2425811889954,-11.2192533012515
data,B,BC,-8.74412060517795,-11.618138409303
data,D,DE,-8.46977134194619,-11.3437392081934
data,D,DE,-6.06993981196803,-8.75430095007825
data,D,DE,-6.0430020431941,-8.71341140607233
data,B,BC,-7.53843586963272,-10.4007101935917
data,D,BC,-7.73731719567143,-9.58323661882929
data,B,BC,-4.97056970227331,-7.69931538553046
data,B,BC,-7.40888289933052,-9.31243641798109
data,D,BC,-6.82394369794779,-9.67716145511391
data,D,DE,-4.71940183516884,-6.6245652714238
data,D,DE,-8.19571127122588,-10.3159195734604
data,D,DE,-5.18121907941035,-7.65258446243709
data,D,DE,-6.53537343406173,-8.68988464575337
data,B,BC,-8.40811463573641,-10.6248913874132
data,B,BC,-7.82931125322274,-10.5311549870737
data,D,DE,-6.55698877020124,-8.97370845177355
data,D,DE,-5.10763312532173,-7.45905653343779
data,D,DE,-7.89497461700726,-10.5917405448922
data,E,DE,-7.53301670686563,-10.4402992016208
data,B,BC,-5.46455074482381,-5.61516739317185
data,D,DE,-7.35181856943275,-9.60007088945943
data,A,AB,-6.86337530222213,-9.83494531231089
data,D,DE,-7.02630591975375,-9.68502934066987
data,B,BC,-6.56703679134736,-8.44919617534789
data,D,DE,-4.23560807105924,-5.95184582669432
data,D,DE,-6.59299503702502,-8.6458512026717
data,D,BC,-5.56240993431486,-8.89078297081126
data,D,DE,-8.79026010006177,-10.549335334949
data,B,BC,-3.6764072378527,-6.59546681487049
data,D,DE,-7.62692901865473,-9.84072911262708
data,D,DE,-6.09686241879605,-8.36766468586082
data,B,BC,-8.56760556441822,-11.3741830421616
data,D,DE,-5.35275035339802,-8.1923121841772
data,D,DE,-8.37986933455286,-10.8203766721982
data,B,BC,-7.54643697399868,-9.94496436636168
data,B,DE,-8.31330023068284,-9.76816205324036
data,B,BC,-5.93433222619904,-8.81613067842465
data,D,DE,-8.66193559113326,-11.0827930726564
data,D,DE,-7.90029382206036,-10.2567957864472
data,D,DE,-7.02266530171257,-8.77451969501433
data,B,BC,-6.09729258941479,-8.34912810922499
data,D,DE,-4.62372586216921,-7.23318417511148
data,B,BC,-7.04704575366104,-9.27551624592091
data,D,DE,-4.80783646291398,-6.12523846351034
data,D,DE,-6.88164763867908,-8.53741665023972
data,E,DE,-3.26594317719771,-4.04401022731309
data,D,DE,-3.65279290601416,-5.77425276504256
data,D,BC,-5.59276777678981,-7.6315015466761
data,D,BC,-5.30225475543845,-7.61512298099021
data,E,DE,-4.07806968463523,-5.19208482932811
data,D,DE,-4.56373557952485,-7.38574897605435
data,D,DE,-5.33576345353099,-6.08520538449662
data,E,DE,-4.60624845256514,-6.55756086897979
data,D,DE,-6.34025560018812,-7.57768498714143
data,B,BC,-4.10334362467027,-6.94628821119535
data,B,BC,-7.07515978563104,-9.37844462179739
data,D,DE,-8.92752412335826,-11.4414052960759
data,A,AB,-7.81944405284984,-10.6994789165947
data,B,BC,-8.60948490060134,-10.9173454967843
data,E,DE,-6.85065501443513,-8.6777645515144
data,D,DE,-5.3199229882171,-8.00879391012779
data,D,BC,-4.54099467018427,-5.83538937505894
data,D,DE,-5.34943197294909,-7.5902506109143
data,D,DE,-4.57041565531193,-6.16353830229389
data,B,BC,-8.07858280144152,-10.6824236140168
data,E,DE,-4.5817167805055,-6.65536875912092
data,D,DE,-8.76629044467314,-10.6658870341317
data,D,DE,-6.51390737991021,-8.95440294974182
data,D,DE,-8.82955145294002,-12.2393749618844
data,D,DE,-6.94774438534809,-9.21887174932808
data,D,DE,-4.55039165195629,-7.32716888372389
data,D,DE,-7.11707436517743,-10.2365002750018
data,D,DE,-6.73462279897305,-8.03712578210874
data,B,AB,-7.66462418418389,-10.5427902105211
data,B,BC,-4.90848363866224,-6.89683002085904
data,D,DE,-4.10543256276093,-5.93429149457746
data,D,DE,-9.18853402262951,-11.2643794633261
data,D,DE,-5.22300682280915,-7.72120400787673
data,D,DE,-5.13970065899537,-6.60192982876428
data,B,BC,-8.52854614652532,-11.6570720639465
data,D,DE,-8.32446983275398,-10.383815026412
data,B,BC,-4.10909608521509,-6.37774204904928
data,B,BC,-7.06897722180028,-9.67478239207986
data,B,BC,-5.99735306882865,-8.73954853002227
data,D,DE,-7.19186333503554,-9.15131571176914
data,D,DE,-5.85740993837642,-7.60413003162476
data,D,DE,-5.41532833960174,-7.6944851025695
data,B,BC,-8.89444456589256,-12.0408994741488
data,D,DE,-2.71510535933757,-5.45058155521376
data,D,DE,-7.20712829889787,-10.5219236209744
data,D,DE,-6.85585690560949,-8.75447446391535
data,D,DE,-3.51271435887782,-5.9616930660844
data,B,BC,-6.4241832579935,-9.53322366043822
data,D,DE,-5.42105120838663,-8.04038571168838
data,D,BC,-6.2357435982153,-8.75879664454716
data,D,DE,-3.43840569607726,-4.23223270726121
data,D,DE,-8.53472877937219,-10.6884114976397
data,D,DE,-3.88736125334915,-6.68411840217806
data,B,BC,-8.33936901512456,-11.4876077099429
data,D,DE,-5.68090404189111,-8.44745580833645
data,D,DE,-6.23744375751599,-9.19405048548647
data,D,DE,-4.79595884839482,-7.07378670062954
data,B,BC,-7.97029810992275,-10.7362363463603
data,E,DE,-8.1223401073763,-10.8667707709089
data,D,DE,-4.33023744998871,-5.50844294470197
data,E,DE,-2.94021604140671,-5.03925268936041
data,B,BC,-6.42592937788409,-8.93587435113534
data,D,DE,-5.77256653518278,-8.22580907640491
data,D,DE,-7.26591630343813,-9.39712856562695
data,D,DE,-6.36322107000912,-8.41946724688934
data,D,DE,-3.88132324705058,-5.84752693257839
data,E,DE,-7.73440359043,-9.59283490068387
data,E,DE,-6.75221981633854,-9.37387721487594
data,A,AB,-8.78751583427553,-9.93626472275278
data,B,DE,-6.90189826632215,-8.25451677690648
data,D,DE,-5.74210837493666,-7.19797518717216
data,B,BC,-8.92308547591945,-11.5457264855828
data,D,DE,-7.46225260277255,-9.1284135253233
data,D,DE,-4.61662761847096,-6.00807190956966
data,B,BC,-6.57394775041568,-8.97783714884869
data,D,DE,-5.96543857183976,-6.97991009247461
data,B,BC,-7.95025227290351,-11.6019368129371
data,D,DE,-0.916179932515912,-1.43080326068985
data,D,DE,-5.76188000956355,-7.80068747525665
data,B,DE,-8.64400951722677,-10.6255362486144
data,B,BC,-7.51459421043471,-10.2041703434324
data,D,DE,-7.83658859188992,-10.8393685379026
data,B,DE,-5.31020034427846,-8.00046166772998
data,D,DE,-5.41897403011287,-7.77702843686307
data,E,DE,-8.14132664169987,-10.9423994793591
data,D,DE,-5.12179371310394,-6.29228029501392
data,B,BC,-7.4028380516437,-10.1288638566804
data,D,DE,-3.89389351093729,-4.85597482697114
data,B,BC,-8.56590748107472,-10.6932526155558
data,D,DE,-6.0210201772854,-8.71368014582556
data,B,BC,-7.7335514380831,-8.72443027216178
data,D,BC,-5.08054670017318,-5.56680485165287
data,B,BC,-9.09280395208567,-10.9721082818211
data,B,DE,-2.91495112906279,-4.44363431747981
data,B,BC,-6.70265741648076,-8.93812570180461
data,D,DE,-7.337691211434,-9.18538774889773
data,D,DE,-7.81443709208839,-10.1963581040528
data,D,BC,-6.46690693580418,-9.30674016994068
data,D,DE,-5.61762523607159,-8.11790713455949
data,D,DE,-6.6090316031994,-9.62433564601811
data,B,AB,-8.52095178199695,-11.3428147840624
data,D,DE,-6.24953168372033,-9.52507951255377
data,B,DE,-8.40050900235334,-10.7967761537142
data,D,DE,-6.31930142111201,-9.27907163255768
data,D,BC,-7.30374062334667,-7.18779059134634
data,B,BC,-8.92770524147781,-11.2219334997236
data,D,DE,-4.81992936559396,-5.48855612828609
data,D,DE,-4.49090046267021,-6.83213589991898
data,E,DE,-7.08497211346994,-9.136045873175
data,D,DE,-5.09319002760308,-6.45183435898802
data,D,DE,-4.89143994983184,-6.81073681073791
data,D,DE,-2.7564652793562,-5.63785227915272
data,E,BC,-7.10201099487201,-10.1964781690589
data,B,BC,-7.54084322320901,-10.2766795762141
data,D,DE,-4.83957344630609,-5.06874280960255
data,D,DE,-6.69065183185004,-8.41854822073364
data,D,DE,-7.47362267445943,-9.40127292520748
data,D,DE,-5.26534505998828,-7.25584510277728
data,D,DE,-7.82733070117826,-10.1863475217337
data,B,BC,-7.64273331270026,-10.2841598482212
data,E,DE,-4.02363042687574,-6.35213829878985
data,E,DE,-4.48969735343946,-6.34512399562394
data,D,DE,-3.83420052952085,-5.90491420305034
data,D,DE,-7.52954984939759,-8.70169438958591
data,B,AB,-6.21407804042345,-9.34747423495736
data,B,DE,-4.00054249764145,-6.97772787838269
data,D,DE,-7.61798742341335,-8.78317139194881
data,D,DE,-8.02603351161602,-9.88256385686032
data,D,DE,-6.20222644171739,-8.49296115357191
data,B,BC,-7.64279118579982,-9.99121281105628
data,D,DE,-3.00204311508521,-5.42511037605697
data,D,DE,-5.12041387202661,-6.46329665197269
data,E,DE,-3.59943343543177,-6.03797445254878
data,D,DE,-5.40864597890469,-7.74730264801143
data,B,BC,-6.22096398468423,-7.72882126252971
data,D,DE,-5.01978179924846,-6.8787522558828
data,E,DE,-7.94056611918394,-10.2756305983029
data,B,BC,-7.75328305893438,-9.05320903782991
data,B,BC,-6.75232213184679,-9.78065739106213
data,D,DE,-4.54970109396901,-6.59175456650775
data,E,DE,-4.19566714506933,-6.69223476588418
data,D,DE,-7.88403986316137,-9.52384814383106
data,B,DE,-7.76238069396801,-10.4108618199062
data,D,DE,-8.95871141946877,-11.3495106234291
data,E,DE,-6.54551698399351,-8.27751294597659
data,D,DE,-6.82545191365703,-9.08634244296869
data,D,DE,-0.979417520383262,-2.00226444674267
data,D,DE,-4.27188474227874,-6.049005105153
data,D,DE,-1.40225659052114,-2.60978590961286
data,E,DE,-6.7314867945039,-9.70492081443358
data,B,BC,-7.6888125798369,-10.854740050345
data,E,DE,-4.31144159494675,-6.49377785226645
data,B,BC,-6.59151447639707,-8.93865110929405
data,E,DE,-5.12078378016283,-6.62968771574264
data,D,DE,-7.52247965544499,-10.1088810492937
data,B,BC,-5.77457793249451,-8.60068413036509
data,B,BC,-6.75347369984928,-8.92368710108858
data,D,DE,-5.63476204542856,-8.35236768760765
data,B,BC,-4.87560561871823,-7.38981042347658
data,D,DE,-1.6049526431693,-3.65100771238872
data,D,DE,-4.93202854483567,-7.14029835581065
data,D,DE,-7.62370886100156,-9.6691762011025
data,B,BC,-6.90842025213517,-9.5467873443955
data,D,DE,-1.4015300836114,-3.07103555752702
data,D,BC,-4.9468285869469,-7.33787616251037
data,B,BC,-7.42307600687276,-10.0290009524281
data,E,DE,-3.90394800261363,-5.22603739975403
data,D,DE,-8.18980666619138,-10.1985098905255
data,D,DE,-3.31443022695137,-3.46802547163639
data,B,BC,-7.96014477554588,-10.7322220945106
data,D,DE,-8.5137756219387,-10.9513986880007
data,B,DE,-8.59296928369935,-10.4212464853236
data,B,BC,-7.10687451001236,-9.1366464094834
data,D,DE,-8.19124091391243,-10.202142012219
data,B,BC,-7.16729734191519,-9.61331373395065
data,D,DE,-5.23886913088396,-7.81176995277605
data,D,DE,-7.52665375427808,-9.24239262061268
data,B,BC,-5.3450085684622,-6.79449880629378
data,D,DE,-5.32740391104003,-7.65969512091085
data,D,BC,-5.42973817246476,-7.02362133341507
data,E,DE,-4.53474921282633,-5.75967754393806
data,D,DE,-7.37342378122452,-9.55398966472759
data,B,BC,-7.23146033840289,-10.3554439877662
data,E,DE,-4.16124711178138,-5.50975996178757
data,B,AB,-8.65071052390491,-11.1225900914054
data,A,AB,-7.85362837308435,-10.2243885452395
data,D,DE,-5.80254450442345,-8.28527444258561
data,D,DE,-5.68102167232587,-8.55317311733638
data,E,DE,-6.62137034011629,-8.42084907533672
data,B,BC,-8.2821654667454,-10.094383487116
data,D,DE,-6.46937859048044,-9.3886396078847
data,D,DE,-3.6354402144124,-6.54812888035523
data,D,DE,-8.39786161106747,-10.8612308965451
data,D,DE,-7.98547177876525,-10.5276914653627
data,D,DE,-5.69225147226506,-9.02996605099128
data,D,DE,-8.28652566066735,-11.4473015946713
data,D,DE,-7.44949596069235,-10.5084709645019
data,D,DE,-6.85092135378312,-9.33206166608853
data,D,DE,-3.32208133645278,-5.54184545900035
data,D,DE,-4.51974963971076,-6.54596345509792
data,D,DE,-1.35150777352787,-3.86148342270681
data,B,BC,-6.95176067770219,-9.00312284624658
data,D,DE,-6.01453686569087,-8.92415498700029
data,D,DE,-5.53602439915206,-7.55863143433626
data,D,DE,-5.59817020889592,-8.18681582766945
data,D,DE,-8.05953529914244,-10.9761909176024
data,B,BC,-4.87145312445199,-5.69475814840992
data,B,BC,-8.32464869648513,-11.386539760257
data,D,DE,-5.01398226832869,-7.36453372490521
data,B,BC,-6.14058414078048,-8.93765699524012
data,D,DE,-4.42760526121297,-6.85005682258521
data,D,DE,-4.36384933862439,-6.50253615346859
data,D,DE,-4.77326574446224,-5.94474518182132
data,D,DE,-5.69047688886864,-6.32580507742232
data,D,DE,-5.91530262151666,-6.78507352793796
data,D,DE,-5.85771262850611,-8.7194773990304
data,D,DE,-6.31074636682633,-9.67650619105445
data,B,BC,-7.0504576174644,-10.4168111782492
data,D,DE,-7.78648012818645,-9.98932910619554
data,B,BC,-5.37522412253462,-8.27937617619042
data,D,DE,-6.6069629831091,-10.1128093187643
data,B,AB,-9.05953696039429,-11.73646323491
data,D,DE,-6.79897559685677,-9.11965234489376
data,B,BC,-8.82572428672854,-10.4959708761119
data,E,DE,-7.83316298241023,-9.78915856725509
data,D,BC,-4.08080115636584,-5.50422721947996
data,D,DE,-2.23212258504716,-4.13056008124885
data,B,BC,-5.92296743818801,-8.05765939774204
data,B,BC,-5.95152462869477,-8.2429245404519
data,D,BC,-7.22724111603449,-9.14555963226706
data,D,DE,-7.37636590616497,-10.2779511677447
data,D,DE,-6.85501437793135,-9.49072476142585
data,D,DE,-7.09431502381632,-9.41631878374381
data,B,AB,-8.45726861850661,-8.78082147563233
data,D,DE,-7.23717493395814,-9.40530015941556
data,D,DE,-7.04250325147573,-10.0636777682324
data,D,DE,-5.80876526096712,-7.96753416424506
data,D,DE,-6.74221116367393,-8.56799127514969
data,D,DE,-8.04069625782689,-10.6910129069022
data,D,DE,-1.13591122647938,-2.85395678502204
data,D,DE,-8.06000548718505,-10.0909050439172
data,D,DE,-6.38866559651897,-8.83512625631992
data,B,BC,-6.40697032832082,-8.52367115812808
data,B,BC,-8.93003628581644,-11.8182074365595
data,E,DE,-7.22116750009623,-9.18355617784836
data,B,AB,-7.97596974296382,-9.49643036191331
data,B,BC,-8.1952565077356,-10.4654488485935
data,E,DE,-5.41517157815212,-6.95875495182292
data,D,DE,-5.43716360075271,-7.40643199775644
data,D,DE,-4.71103075865947,-5.93082950248
data,D,DE,-8.21577592450108,-10.6237972583023
data,D,DE,-7.57461017673436,-10.2503589814145
data,D,DE,-4.65903005920158,-6.09535814292642
data,D,DE,-2.60750550178778,-4.09757478899409
data,D,DE,-3.2853863878163,-6.0145262706797
data,D,DE,-4.98525493438917,-7.27766066999296
data,D,DE,-8.64152918664388,-11.4586431819158
data,E,DE,-5.82009362547406,-8.08207090323543
data,D,DE,-8.39223449658084,-10.8784912268479
data,D,DE,-8.89793576931642,-10.7445834973544
data,D,DE,-7.67161458079863,-9.87626598404021
data,D,DE,-9.07180873471549,-10.419541845531
data,B,DE,-8.44613699975272,-9.98359881446363
data,B,BC,-9.1170298143371,-11.6694103269043
data,D,DE,-3.61587684785687,-5.01016827109335
data,D,DE,-7.42675416643676,-9.69427592390192
data,D,BC,-6.52032968344497,-8.24602425166569
data,D,DE,-4.77946024825171,-6.68455233375474
data,D,DE,-6.40545291370255,-8.59778284491349
data,D,DE,-6.06635564164785,-8.39640336609748
data,D,DE,-7.51367870827658,-10.3025874132885
data,D,DE,-5.0130485756137,-7.43050152724719
data,B,BC,-8.69579193169337,-11.1766788928709
data,D,DE,-3.31556532871258,-5.44262017647013
data,D,DE,-4.55903770209375,-6.83289455660945
data,B,BC,-8.56176824579298,-11.7806171771809
data,D,DE,-8.27914713477536,-10.6229331611532
data,D,DE,-4.70649600913755,-6.80389101822518
data,B,BC,-7.30880130315482,-9.98337642118946
data,A,AB,-7.66544601019122,-9.71333993531054
data,D,DE,-4.67979881920052,-6.5585384119066
data,B,BC,-3.60379134009285,-5.5157592831898
data,D,DE,-8.10596242007681,-9.58005365840063
data,D,DE,-6.13846529563658,-8.96345177590646
data,B,DE,-5.86125974292083,-5.46021841178144
data,B,AB,-7.63857489943559,-8.07222305500534
data,D,DE,-5.62432081780298,-6.89069319857413
data,D,DE,-7.28311298085348,-9.53181115579208
data,D,DE,-5.17691351497233,-7.52680370232501
data,D,DE,-6.60166069103208,-8.66151844169449
data,A,AB,-8.72948181612285,-10.776200832402
data,B,DE,-8.86188080040819,-10.8232126672664
data,D,DE,-5.86484492648461,-8.52788614974556
data,A,AB,-8.8995992345759,-10.4629867739459
data,B,BC,-9.12906332268104,-10.9179608299345
data,D,DE,-2.72451624162978,-3.60924846121578
data,D,DE,-6.76541409981366,-10.3846677305452
data,D,DE,-4.59981585723096,-7.3645156779568
data,D,DE,-5.22958597727938,-6.1106231720511
data,B,BC,-6.36526829998261,-7.34795995898047
data,B,BC,-6.73980023170227,-9.86239649831899
data,D,DE,-5.9928787072247,-8.73444337149641
data,D,DE,-7.18675500668837,-9.70176065387809
data,D,DE,-6.22407453193408,-8.60147881601379
data,B,BC,-4.83843181221428,-7.81586618491836
data,B,BC,-6.26260166098621,-8.16201469340315
data,E,DE,-4.92815199751582,-6.49323524924354
data,D,DE,-5.14952583084052,-6.74802755838374
data,D,DE,-5.82300230110284,-8.35240959324576
data,B,DE,-8.23669650021355,-9.69499200468173
data,B,BC,-8.03460417132377,-11.0448536079595
data,D,DE,-8.90212632743588,-10.7663779186925
data,B,BC,-7.8189371079607,-10.9105660123005
data,D,DE,-6.60478407483905,-9.35161140933339
data,D,DE,-5.86498933850305,-8.55357438817147
data,B,BC,-8.40628702181043,-11.5233967519736
data,B,BC,-7.73634034881794,-9.67348393845963
data,A,AB,-8.45648774819159,-11.3684665498176
data,B,BC,-3.81676965110461,-6.03229201475525
data,D,DE,-6.34923083616722,-8.74400924824456
data,D,DE,-3.85450731166054,-7.30949845204009
data,B,BC,-8.30441228785152,-7.56889630590872
data,D,BC,-5.94610645495311,-8.68533610835491
data,E,BC,-8.85488159282352,-11.2502058670562
data,D,DE,-8.07741342019576,-11.0059651538989
data,D,DE,-6.08688181658119,-5.97597786042789
data,B,BC,-8.63703231257137,-9.47923738944613
data,D,DE,-6.71567726295558,-7.23976745714452
data,B,BC,-3.80569650399828,-6.48999330663235
data,D,DE,-6.45773071493497,-7.95518263857595
data,D,DE,-6.99240782289393,-9.06402101863949
data,B,BC,-7.88812786272089,-10.3662811981684
data,D,DE,-6.89524707349086,-7.45692791989887
data,B,BC,-8.90200628232419,-10.6972822610714
data,E,DE,-4.00342443851288,-6.87283655856503
data,E,DE,-4.82329140174886,-7.72960648994416
data,D,DE,-7.3171947633657,-9.64697825891897
data,D,DE,-6.42834181059861,-9.21223652431713
data,D,DE,-8.05764461389513,-10.9374063742457
data,D,DE,-7.16184175358347,-9.42410858676937
data,D,DE,-6.73147891010365,-10.4970235705962
data,D,DE,-4.62318463463764,-7.17559948770714
data,B,DE,-5.24952808844245,-6.67877486275375
data,B,DE,-6.28306984648685,-7.04727127558626
data,D,DE,-8.8905692282583,-11.6847622549548
data,D,DE,-7.94146318798444,-9.83602780101348
data,B,DE,-5.57465681198085,-6.9131125603078
data,B,DE,-5.79315667535438,-7.06931337864999
data,D,DE,-8.14976807202804,-10.7709055744008
data,D,DE,-7.28683676200604,-9.61476702756022
data,D,DE,-5.73168066741473,-6.91214644815228
data,D,DE,-8.3401932392886,-10.9620421680719
data,D,DE,-7.89285314888919,-9.83846966912635
data,D,DE,-8.08956485452929,-10.3843461424493
data,B,BC,-8.98458037716164,-11.5184693798612
data,D,DE,-7.90657001833643,-9.66753375911158
data,B,BC,-6.63301876207781,-9.50064346389409
data,B,BC,-6.52243723117357,-8.94587802326311
data,B,BC,-2.14371669841968,-5.22551434561606
data,B,BC,-2.91877812815244,-5.63211445071392
data,D,DE,-7.60910302186964,-9.23250493160344
data,B,BC,-6.37124800448569,-8.211839503862
data,D,BC,-5.18857067737635,-6.44450962927164
data,D,DE,-3.85091745261136,-5.71906632394233
data,D,BC,-6.24032134714039,-8.71668606244015
data,A,AB,-6.90974001400045,-9.3007854101129
data,B,DE,-4.44613053039916,-6.96050160199672
data,D,DE,-5.9452454432634,-7.90547296600203
data,D,DE,-7.22411195958441,-9.73147770160301
data,D,DE,-4.76412321323588,-6.24739037253479
data,D,DE,-4.67878547192657,-6.0526405806402
data,D,DE,-7.09504417015119,-9.223778263745
data,B,BC,-5.80195117688459,-6.76392143763604
data,D,DE,-6.14998404402749,-8.27622780839963
data,B,BC,-6.57139825236846,-8.53612875345094
data,B,BC,-6.22483987698899,-8.58892739544234
data,D,DE,-8.81143647895624,-11.3142230495692
data,B,BC,-8.94809982586841,-11.4908814285536
data,D,DE,-9.11305208724926,-11.8973392228824
data,B,BC,-8.21946631021567,-10.8233630267838
data,B,BC,-8.25036369713959,-10.6415567418793
data,D,DE,-7.74856711300609,-10.4680583089679
data,D,DE,-6.90736273093972,-8.95353120033033
data,B,BC,-7.38052912704184,-10.1751043181312
data,E,DE,-4.28202262677856,-6.53603936094057
data,D,DE,-4.64994158933669,-6.43680301509161
data,B,BC,-1.35750643117008,-3.54561108951124
data,D,DE,-6.79878180254806,-8.48196967498882
data,B,DE,-8.53862848477905,-11.28025025563
data,D,DE,-5.02216939960452,-6.42213536231444
data,D,DE,-3.85977605520802,-5.80494160257119
data,D,DE,-6.05015993718712,-8.78921037431459
data,D,DE,-6.44374200061086,-9.36820950281007
data,D,DE,-4.12183895823237,-5.39114523255385
data,B,BC,-7.78900644053315,-9.9007543990324
data,D,DE,-7.26718293077229,-9.03432972121776
data,D,DE,-2.86470097382417,-4.76690899254326
data,D,DE,-3.03826173320041,-3.98163619711717
data,B,BC,-7.49049379505656,-7.98606307813676
data,D,DE,-5.73383072721106,-7.2186512928884
data,D,DE,-5.58495815768495,-7.38288226758126
data,D,DE,-7.19360489085256,-9.85963448559922
data,D,DE,-8.08829648726178,-10.232145862252
data,D,DE,-5.05518640211409,-7.78964602090143
data,D,DE,-7.90584186892086,-10.5975498553117
data,D,DE,-8.11167832467941,-11.0736502751581
data,B,BC,-7.44589096664048,-10.2856652577606
data,B,DE,-9.19664596444018,-10.266643781861
data,D,DE,-6.60187289075716,-9.14514351990125
data,E,DE,-7.58512022452542,-10.0792700994649
data,D,DE,-8.0343146829943,-10.7661430817231
data,D,DE,-7.76556253412019,-10.4844895642199
data,D,DE,-4.86724796198844,-6.65351673535211
data,D,DE,-7.6714500902983,-9.58003104397328
data,D,DE,-4.23178036608811,-7.13252825486246
data,B,BC,-8.29331410197952,-10.7335090397936
data,B,BC,-8.66337400995152,-10.9515484291206
data,B,AB,-8.76748395634857,-10.7983890572002
data,E,DE,-5.57503458623687,-7.25268514675508
data,D,DE,-3.57427623777058,-5.93894518742359
data,B,BC,-6.51238780086317,-9.33857951408836
data,D,DE,-3.76575860222742,-4.15713016751497
data,D,DE,-6.78741950683385,-8.7515338564331
data,B,BC,-6.88528833890901,-9.9268813900012
data,D,DE,-5.13573731007301,-6.25460773753567
data,D,DE,-5.81381008926611,-8.06413226961213
data,D,BC,-7.40832152394343,-9.98730079632326
data,D,DE,-8.60945580629676,-11.1821463785072
data,D,DE,-5.78097383757464,-8.16049170771769
data,B,BC,-5.75968503265744,-8.43607352906064
data,B,BC,-5.45688186013273,-6.97704359676379
data,B,BC,-5.32031269293419,-6.85247327717357
data,B,BC,-6.63789613688422,-8.1636940577817
data,B,DE,-8.17125812060836,-9.47177329476801
data,D,DE,-4.3253843474439,-7.28974903969908
data,D,DE,-8.30974082798521,-10.3271524817858
data,A,AB,-8.47733477328301,-10.8886909252505
data,B,BC,-5.7356814539869,-8.26437738142645
data,B,BC,-5.94318072717812,-8.45959004907019
data,D,DE,-6.94840516938694,-8.03844895400002
data,D,DE,-8.48613385249404,-11.1002071996462
data,B,BC,-8.2958541225085,-11.5969686070199
data,D,DE,-7.39639763440041,-9.06965054765462
data,B,BC,-7.32806763808304,-10.5333866026132
data,B,BC,-8.7191524544142,-11.9210511179186
data,D,DE,-7.18689220460682,-9.72915822266465
data,D,DE,-4.00417015289051,-6.34406707253467
data,D,DE,-8.80978150487893,-10.9664873118971
data,D,DE,-8.39453795578346,-9.51167779073238
data,B,BC,-7.33403407379622,-10.1418911236438
data,D,DE,-6.757490947993,-9.00860098687645
data,B,AB,-8.59746576024377,-10.5686646067316
data,D,BC,-7.3192164113685,-9.88936804159676
data,D,DE,-3.4454097966369,-5.3079204639432
data,D,DE,-4.9901780985317,-6.62808018513218
