---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:41
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: GSC
    type: factor
  - name: LnA
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,GSC,LnA,LnD
model(50%),C,BC,-1.89102083699852,-3.59196096304083
model(50%),D,DE,-4.36462428515509,-6.51925192096557
model(50%),D,DE,-2.82594145340916,-4.69835684425447
model(50%),C,BC,-3.34773658746343,-5.31585524681552
model(50%),D,DE,-3.61262756328804,-5.62933029429943
model(50%),C,DE,-3.33696501204597,-5.30310803976192
model(50%),C,BC,-3.45516663729015,-5.44298921151852
model(50%),C,DE,-2.99033258653728,-4.89289921438561
model(50%),D,DE,-3.49566017569665,-5.49090973367015
model(50%),C,BC,-3.58275594912415,-5.59397988026854
model(50%),C,BC,-4.13560787873308,-6.24823125423939
model(50%),C,BC,-2.74429535911936,-4.6017359110396
model(50%),C,BC,-4.23859318737276,-6.37010526076403
model(50%),D,DE,-4.5914772133966,-6.78771230256594
model(50%),C,BC,-3.87555793745091,-5.94048514307858
model(50%),C,BC,-3.38173391931711,-5.35608808292473
model(50%),C,DE,-3.15463461986024,-5.08733614277581
model(50%),D,DE,-4.14913385374338,-6.26423804965936
model(50%),D,DE,-3.13349114820049,-5.06231471363167
model(50%),C,BC,-1.41910101187971,-3.03348557848991
model(50%),C,DE,-5.12337689400727,-7.41716854250409
model(50%),D,DE,-2.79049182697039,-4.65640534591979
model(50%),C,BC,-2.92955060493216,-4.82096911366958
model(50%),D,DE,-4.50238436178392,-6.68227879052266
model(50%),D,DE,-3.425773481917,-5.4082050111598
model(50%),C,DE,-4.24648091567352,-6.37943968975288
model(50%),C,BC,-4.12456989886838,-6.23516878107871
model(50%),C,DE,-3.53588637942388,-5.53851388886734
model(50%),C,DE,-5.0418915886084,-7.32073788872423
model(50%),D,DE,-2.09259288163148,-3.83050365429727
model(50%),D,DE,-2.98806483175114,-4.89021552711747
model(50%),C,BC,-4.25287944431475,-6.38701178262389
model(50%),C,BC,-4.10293203968965,-6.20956228802101
model(50%),D,DE,-3.46291148720129,-5.45215455656696
model(50%),C,BC,-4.00309760997898,-6.09141706809928
model(50%),C,BC,-4.27413898181697,-6.41217056542972
model(50%),D,DE,-2.87801717831353,-4.75998385999684
model(50%),D,DE,-3.45271019212742,-5.44008222587421
model(50%),D,DE,-2.40882981271669,-4.20474209967843
model(50%),D,DE,-2.63227849782147,-4.46917386053923
model(50%),C,BC,-1.72942357889064,-3.40072489695386
model(50%),C,DE,-3.37666790610061,-5.35009290423413
model(50%),D,DE,-4.10893216790443,-6.21666290921499
model(50%),C,DE,-2.95086796008785,-4.84619631855589
model(50%),D,DE,-3.81768817792618,-5.87200139968783
model(50%),C,BC,-4.55103539317299,-6.7398529843107
model(50%),D,DE,-2.59170021503675,-4.42115305090931
model(50%),C,BC,-3.88462870315598,-5.95121959222793
model(50%),C,BC,-3.53930592353781,-5.54256061696048
model(50%),D,DE,-3.12805862056335,-5.05588579753248
model(50%),D,DE,-3.58020741231786,-5.59096391230708
model(50%),C,DE,-2.38247180418682,-4.17354972723252
model(50%),C,DE,-2.51920664771947,-4.33536332407427
model(50%),D,DE,-3.66378911502227,-5.68987546692871
model(50%),D,DE,-4.36029968661546,-6.51413414098707
model(50%),C,DE,-2.9519196127285,-4.84744085646602
model(50%),C,DE,-2.55488845353054,-4.37758958616613
model(50%),D,DE,-3.95472371614405,-6.03417084210127
model(50%),C,BC,-3.24538638665771,-5.19473283425435
model(50%),D,DE,-2.69989168961096,-4.54918809447366
model(50%),D,DE,-3.42131735376177,-5.40293157751147
model(50%),C,DE,-3.82128629094902,-5.87625944829509
model(50%),D,DE,-3.89242915067579,-5.96045073213014
model(50%),D,DE,-4.20898642348577,-6.33506827361706
model(50%),C,BC,-3.35490992913135,-5.32434426239248
model(50%),C,BC,-3.72614825087517,-5.76367199024057
model(50%),D,DE,-2.55205652932337,-4.37423825427364
model(50%),C,DE,-3.06869586605059,-4.98563522658821
model(50%),D,DE,-3.42439417589545,-5.40657272444541
model(50%),D,DE,-2.58089586489163,-4.40836705786357
model(50%),D,DE,-4.44540515177455,-6.61484893373845
model(50%),C,DE,-3.08488201302063,-5.00479010030265
model(50%),D,DE,-3.98880344396809,-6.07450118655572
model(50%),C,BC,-3.20452696018091,-5.14637931592438
model(50%),C,DE,-5.4905701376653,-7.85170927811482
model(50%),C,DE,-4.09285963692097,-6.19764248997443
model(50%),D,DE,-5.2200577712929,-7.53158181197676
model(50%),D,DE,-3.78838002134097,-5.83731778787881
model(50%),C,BC,-2.79660171798976,-4.66363586168747
model(50%),C,DE,-3.56912332914586,-5.57784687995881
model(50%),D,DE,-3.41464096460198,-5.39503066128594
model(50%),D,DE,-4.69938279512938,-6.9154090172319
model(50%),D,DE,-4.46365394966649,-6.63644477243357
model(50%),D,DE,-4.90200906987491,-7.15519929660857
model(50%),D,DE,-2.53778948464297,-4.35735446842657
model(50%),C,BC,-2.82114354108114,-4.69267893925915
model(50%),C,DE,-1.9296694827874,-3.63769821791009
model(50%),C,DE,-1.48762277873769,-3.11457503067914
model(50%),C,BC,-4.50994695131138,-6.69122844652299
model(50%),C,BC,-3.84111605778511,-5.8997262239419
model(50%),D,DE,-3.06461030673555,-4.9808003283955
model(50%),D,DE,-5.71803317202268,-8.12089166635604
model(50%),D,DE,-2.07102293863931,-3.80497753404101
model(50%),D,DE,-2.19759985251206,-3.95477011932296
model(50%),C,DE,-4.22812608522344,-6.3577183709009
model(50%),D,DE,-2.62669954217128,-4.46257165983417
model(50%),D,DE,-1.42830634439857,-3.04437927556462
model(50%),D,DE,-4.18726625578749,-6.30936437570441
model(50%),D,DE,-4.61599761059409,-6.81673002448674
model(50%),C,BC,-1.33155738696202,-2.92988543925316
model(50%),C,BC,-0.851573488722804,-2.36186693721226
model(50%),D,DE,-4.57758800282427,-6.77127564997662
model(50%),C,DE,-5.17832057504503,-7.48218953073759
model(50%),C,DE,-2.67037190251219,-4.5142540366648
model(50%),C,BC,-1.85483321066523,-3.549136107087
model(50%),C,DE,-4.57944600318757,-6.77347442911697
model(50%),D,DE,-2.42921060825589,-4.22886096907186
model(50%),C,BC,-2.97159512320008,-4.8707250833452
model(50%),C,DE,-4.39068689433623,-6.55009471440229
model(50%),C,DE,-4.011682427603,-6.10157644066359
model(50%),B,BC,-4.43642824075227,-6.60422555330728
model(50%),B,BC,-3.68585749712436,-5.71599144579816
model(50%),D,DE,-1.73217447885774,-3.40398034382262
model(50%),C,DE,-2.61757143407478,-4.45176935103493
model(50%),C,DE,-1.72048039415904,-3.39014142860553
model(50%),C,DE,-2.71899508827685,-4.57179527761854
model(50%),C,DE,-3.66645607868741,-5.69303158260597
model(50%),D,DE,-2.5548451949885,-4.37753839350666
model(50%),D,DE,-3.51524123077264,-5.51408218094067
model(50%),C,BC,-3.05736945023232,-4.97223141498081
model(50%),D,DE,-5.06908524004724,-7.35291917066301
model(50%),D,DE,-4.25960648268953,-6.3949726377168
model(50%),D,DE,-2.06164097905445,-3.79387481445156
model(50%),C,BC,-5.02724529747181,-7.3034052982303
model(50%),C,DE,-2.88388213032259,-4.76692451210402
model(50%),C,DE,-4.70554185878694,-6.9226977244689
model(50%),C,BC,-3.68150710220253,-5.71084313808232
model(50%),E,DE,-3.9243260205114,-5.99819785716971
model(50%),D,DE,-2.32019179202318,-4.09984683981055
model(50%),D,DE,-4.19482787392599,-6.31831288215179
model(50%),D,DE,-0.553353794989292,-2.00895029910207
model(50%),D,DE,-2.61263483318219,-4.44592732038667
model(50%),C,DE,-4.49084631366276,-6.66862453079791
model(50%),D,DE,-2.12833858584679,-3.87280553450046
model(50%),D,DE,-3.54751676112694,-5.55227741722187
model(50%),C,DE,-4.02539617739216,-6.11780545093078
model(50%),D,DE,-4.67138500608332,-6.88227610953908
model(50%),C,DE,-2.57164512551749,-4.39741962579065
model(50%),D,DE,-3.96063103102842,-6.04116162692554
model(50%),C,DE,-3.52860395514659,-5.5298957836676
model(50%),C,DE,-4.13918893100848,-6.25246911296062
model(50%),B,BC,-4.57426244808077,-6.76734014999258
model(50%),D,DE,-2.92724781581237,-4.8182439663654
model(50%),C,BC,-3.97609874484583,-6.05946629852972
model(50%),B,BC,-3.78747436499966,-5.83624602367954
model(50%),C,BC,-1.76648341215572,-3.44458193268848
model(50%),C,BC,-3.43433676388778,-5.41833889818276
model(50%),C,DE,-3.26895392967655,-5.22262293750876
model(50%),C,BC,-4.31873572258679,-6.46494686476165
model(50%),D,DE,-3.92870727213014,-6.00338268105791
model(50%),D,DE,-4.74648653432499,-6.9711521275249
model(50%),D,DE,-5.17659213134651,-7.48014407045424
model(50%),D,DE,-1.89795891087035,-3.60017155998415
model(50%),C,BC,-2.36337891251112,-4.15095497818146
model(50%),C,DE,-4.10463563847653,-6.21157834654829
model(50%),C,DE,-5.74398327902326,-8.15160132340983
model(50%),C,DE,-4.50469540062934,-6.68501370064767
model(50%),D,DE,-1.50727625492726,-3.13783318193389
model(50%),C,DE,-5.55658268782256,-7.92982929421074
model(50%),D,DE,-5.73401280371389,-8.13980214749864
model(50%),C,BC,-2.86622591434202,-4.74602994170326
model(50%),C,BC,-2.79336187050597,-4.65980178866682
model(50%),D,DE,-3.0814242372017,-5.0006981283672
model(50%),C,DE,-2.07666375513166,-3.81165294158286
model(50%),D,DE,-3.00925163128373,-4.91528823096793
model(50%),C,DE,-3.09799717994573,-5.02031074067859
model(50%),C,BC,-2.36673769940617,-4.15492980547838
model(50%),C,BC,-2.65995278891914,-4.50192393701473
model(50%),C,BC,-4.05242915237634,-6.14979658649293
model(50%),D,DE,-2.58358746758574,-4.41155233165297
model(50%),D,DE,-4.1897785292701,-6.31233742922879
model(50%),D,DE,-4.39158885782594,-6.55116210843822
model(50%),C,DE,-3.06939874809789,-4.98646702534039
model(50%),C,BC,-1.1355089701152,-2.69787947306695
model(50%),D,DE,-3.2264375841722,-5.17230860201911
model(50%),C,BC,-1.83054543279179,-3.52039366956736
model(50%),D,DE,-4.17647250333905,-6.2965909240956
model(50%),D,DE,-4.31154071114798,-6.45643220492695
model(50%),D,DE,-3.29564702828435,-5.25421185943229
model(50%),C,BC,-3.32138135955255,-5.28466616498632
model(50%),C,BC,-3.26013704451655,-5.21218893353566
model(50%),C,BC,-3.22487416112346,-5.1704584290832
model(50%),C,BC,-3.82957563126819,-5.88606914959606
model(50%),D,DE,-3.97303965045908,-6.05584613081673
model(50%),C,BC,-5.40184458367736,-7.74671043033293
model(50%),D,DE,-4.48408706067913,-6.66062555256392
model(50%),C,DE,-4.10157463875509,-6.20795592404017
model(50%),C,BC,-3.18552027815998,-5.12388658837684
model(50%),C,DE,-2.47211880013312,-4.27963902009564
model(50%),D,DE,-5.06598542212192,-7.34925081024301
model(50%),D,DE,-5.24883944187646,-7.5656423741562
model(50%),D,DE,-1.62066556556425,-3.27201940487126
model(50%),C,BC,-4.75446276385551,-6.98059128989365
model(50%),D,DE,-1.56001355879116,-3.2002431178762
model(50%),D,DE,-4.2613311483434,-6.39701362701837
model(50%),D,DE,-3.40412081524424,-5.38258099474223
model(50%),C,BC,-4.01809407574309,-6.10916405930145
model(50%),C,BC,-3.11699231902908,-5.04278980818016
model(50%),C,BC,-3.95651821179161,-6.03629446902582
model(50%),C,DE,-3.16961172716085,-5.10506022494816
model(50%),B,AB,-3.3230138392591,-5.28659806037057
model(50%),C,BC,-3.46679243549891,-5.45674731571284
model(50%),C,DE,-2.86340122026844,-4.74268716603457
model(50%),C,BC,-3.44184231984346,-5.42722105999396
model(50%),D,DE,-4.19992426649199,-6.3243440121163
model(50%),C,BC,-3.23006205070793,-5.17659783767863
model(50%),C,BC,-5.38553689292177,-7.72741172029553
model(50%),D,DE,-2.9388288071076,-4.8319490455395
model(50%),D,DE,-2.24737943666233,-4.01367985551408
model(50%),C,DE,-3.28523404464228,-5.24188901403718
model(50%),C,DE,-3.99691145098329,-6.08409629592543
model(50%),D,DE,-4.47271661012963,-6.64716962974578
model(50%),C,BC,-1.25790624768367,-2.84272582835796
model(50%),C,BC,-3.04319561384694,-4.95545793290916
model(50%),C,BC,-2.38077227948863,-4.17153849002896
model(50%),D,DE,-3.42292753951474,-5.40483708997296
model(50%),D,DE,-4.52711600430747,-6.71154650260794
model(50%),C,DE,-2.13061043128309,-3.87549406269137
model(50%),D,DE,-1.62518656307678,-3.27736960566804
model(50%),D,DE,-4.64732351668505,-6.85380146442074
model(50%),D,DE,-2.38488656523084,-4.17640738340815
model(50%),C,DE,-2.06964666241749,-3.8033488328267
model(50%),C,BC,-3.66433217846483,-5.69051813449378
model(50%),D,DE,-1.24531019732973,-2.82781951654225
model(50%),D,DE,-1.76974731505658,-3.44844447316817
model(50%),D,DE,-1.28218930958591,-2.87146268494268
model(50%),C,BC,-2.91132562373398,-4.79940145992559
model(50%),C,BC,-3.62471106136849,-5.64363004582078
model(50%),C,BC,-5.18866869523698,-7.49443561597489
model(50%),C,BC,-2.58398701467333,-4.41202516030206
model(50%),C,DE,-3.84971443943613,-5.90990164833281
model(50%),C,DE,-4.00967552555523,-6.09920144954598
model(50%),D,DE,-5.1754912910471,-7.47884132329928
model(50%),D,DE,-3.96813528328075,-6.0500422459191
model(50%),D,DE,-4.08425122272182,-6.18745519294992
model(50%),D,DE,-3.83527247242109,-5.89281085736982
model(50%),D,DE,-5.061861233015,-7.34437019710736
model(50%),B,BC,-2.9927126772793,-4.89571584132448
model(50%),D,DE,-4.20093412802259,-6.32553909394298
model(50%),C,BC,-5.30268113576673,-7.62935925804144
model(50%),D,DE,-4.11995265993353,-6.22970468706856
model(50%),D,DE,-3.52559445443747,-5.52633430568686
model(50%),D,DE,-3.34682322128164,-5.31477435870177
model(50%),C,DE,-5.38495653360105,-7.72672491635646
model(50%),C,BC,-2.38727553833672,-4.17923452183925
model(50%),B,AB,-3.48627356645186,-5.47980151161931
model(50%),C,DE,-3.01028275009515,-4.91650846890682
model(50%),D,DE,-3.90290720815403,-5.97285058665634
model(50%),C,DE,-4.40063490447175,-6.56186730476667
model(50%),D,DE,-5.42227411463836,-7.77088697378873
model(50%),D,DE,-1.93317621361943,-3.6418481237748
model(50%),C,BC,-2.85946282772962,-4.73802642670861
model(50%),D,DE,-1.28882750291271,-2.87931839977724
model(50%),D,DE,-1.69940616232171,-3.36520193866887
model(50%),D,DE,-2.02008006527704,-3.74469114792879
model(50%),C,BC,-2.38716020663882,-4.17909803697273
model(50%),C,BC,-0.789214019567224,-2.28807001946615
model(50%),D,DE,-2.73995742524777,-4.59660234987488
model(50%),C,DE,-4.02891761470954,-6.12197276062051
model(50%),C,BC,-3.18149041949184,-5.11911760697452
model(50%),C,DE,-1.83214998265002,-3.52229251244576
model(50%),C,DE,-4.1747659512768,-6.29457137062806
model(50%),C,BC,-2.57616653649505,-4.40277031588673
model(50%),C,BC,-2.72636839079578,-4.58052092918157
model(50%),D,DE,-2.26083092874446,-4.02959850697454
model(50%),C,DE,-5.09189430005518,-7.37991167634122
model(50%),D,DE,-3.46866707932135,-5.45896579091542
model(50%),D,DE,-4.28234112894199,-6.42187708129527
model(50%),C,BC,-2.99417100961274,-4.89744164869126
model(50%),C,DE,-0.714106720679144,-2.19918717243055
model(50%),D,DE,-4.78292795883829,-7.01427733118322
model(50%),D,DE,-3.98992983126479,-6.07583416632303
model(50%),D,DE,-3.30570317742468,-5.2661124227469
model(50%),D,DE,-1.95162738997911,-3.66368345949161
model(50%),C,DE,-3.02701211045963,-4.93630618764112
model(50%),E,DE,-4.69806804370431,-6.91385312517434
model(50%),C,DE,-3.6032082450752,-5.61818336407712
model(50%),C,BC,-3.97357753125758,-6.05648266518081
model(50%),C,BC,-1.96040278778148,-3.67406836684539
model(50%),C,DE,-3.97503939971541,-6.05821265723814
model(50%),C,BC,-4.36306730126835,-6.5174093682085
model(50%),E,DE,-4.16913694752483,-6.28790994241993
model(50%),D,DE,-4.86257875435073,-7.10853700472502
model(50%),D,DE,-2.20271719405102,-3.9608260405446
model(50%),D,DE,-4.11132595129154,-6.21949574018859
model(50%),C,BC,-4.69606476001434,-6.91148241606324
model(50%),D,DE,-4.06376919006512,-6.1632165183796
model(50%),C,DE,-4.10485233651771,-6.21183478951897
model(50%),D,DE,-4.95493488927221,-7.21783232401559
model(50%),C,DE,-2.33988598252988,-4.12315317285956
model(50%),C,DE,-4.04785204408917,-6.14437998355584
model(50%),D,DE,-1.72317010119732,-3.39332445905388
model(50%),C,DE,-1.82310890285288,-3.51159319394354
model(50%),C,BC,-2.50475198593387,-4.31825750997283
model(50%),D,DE,-5.15212735959357,-7.45119217632851
model(50%),C,DE,-1.7595503367165,-3.43637725094818
model(50%),C,BC,-3.39511302381026,-5.37192107007435
model(50%),D,DE,-4.7995305409533,-7.03392501906938
model(50%),C,DE,-3.46267255412556,-5.45187180039897
model(50%),C,BC,-2.25796997274197,-4.02621281851937
model(50%),C,DE,-2.23989615981682,-4.00482405905979
model(50%),D,DE,-2.47141929690312,-4.27881121987497
model(50%),C,DE,-2.4946686995461,-4.30632483212543
model(50%),C,BC,-3.28577303528546,-5.24252686180432
model(50%),D,DE,-3.13784381912387,-5.0674657147941
model(50%),D,DE,-3.10514460079139,-5.02876908125439
model(50%),C,BC,-3.99291408217293,-6.07936576339696
model(50%),D,DE,-1.28182241927394,-2.87102850269994
model(50%),C,BC,-3.73864979821429,-5.77846646609447
model(50%),C,DE,-2.67906949686285,-4.52454687051307
model(50%),C,BC,-4.77487193696294,-7.00474374162984
model(50%),D,DE,-2.96630248822025,-4.86446171783623
model(50%),C,DE,-1.69052758670189,-3.35469492949142
model(50%),D,DE,-3.62303683430812,-5.6416487461347
model(50%),D,DE,-4.33255083982021,-6.48129583443591
model(50%),D,DE,-1.97084533506023,-3.68642619819041
model(50%),C,BC,-3.30531188948781,-5.2656493680724
model(50%),C,BC,-3.40542916118384,-5.38412930647413
model(50%),D,DE,-4.30471003238585,-6.44834870059978
model(50%),D,DE,-4.51192445076302,-6.69356864226794
model(50%),C,DE,-4.12501056759215,-6.23569027354813
model(50%),D,DE,-3.01559686698324,-4.92279725635473
model(50%),D,DE,-2.18794295280358,-3.94334203240818
model(50%),D,DE,-3.26340969266544,-5.21606182324312
model(50%),D,DE,-2.87271865471767,-4.7537135258315
model(50%),C,BC,-3.67107298114848,-5.69849527842916
model(50%),D,DE,-4.78045643130348,-7.01135249688519
model(50%),C,BC,-1.13472049147154,-2.69694637831167
model(50%),D,DE,-3.54723398660284,-5.55194277857633
model(50%),D,DE,-3.43698866605636,-5.42147718991064
model(50%),D,DE,-4.78815727839796,-7.02046576849097
model(50%),C,BC,-2.78166367535452,-4.64595800909238
model(50%),C,DE,-1.47628701757783,-3.1011601596863
model(50%),C,BC,-2.27852821987896,-4.050541686188
model(50%),D,DE,-2.84178406720145,-4.71710517682921
model(50%),D,DE,-4.84161381013285,-7.08372684702245
model(50%),D,DE,-4.92845309227135,-7.18649345885998
model(50%),B,BC,-5.48643210288863,-7.8468122798533
model(50%),D,DE,-2.237322727752,-4.00177862976116
model(50%),D,DE,-5.03817509460551,-7.31633974669466
model(50%),D,DE,-3.08195725746173,-5.0013289107138
model(50%),C,BC,-5.47036859962925,-7.82780254412592
model(50%),C,BC,-4.37520429226678,-6.53177242386829
model(50%),C,DE,-4.42185779912726,-6.58698272400347
model(50%),C,BC,-4.80709413986419,-7.04287586958574
model(50%),C,BC,-4.49236169315438,-6.67041784843212
model(50%),D,DE,-2.36262723743383,-4.15006543719271
model(50%),C,BC,-3.05673662005817,-4.97148251642632
model(50%),D,DE,-2.93309161263807,-4.82515958318368
model(50%),C,DE,-3.30459720380448,-5.26480360076069
model(50%),C,BC,-3.9639757221161,-6.04511977308082
model(50%),C,DE,-3.52234229412593,-5.5224856615233
model(50%),D,DE,-3.56340029121235,-5.5710741706116
model(50%),B,BC,-4.12280199068939,-6.23307661807229
model(50%),C,DE,-4.25052142772674,-6.38422127849443
model(50%),D,DE,-3.357662649614,-5.32760186368041
model(50%),C,DE,-5.06337235570322,-7.34615847719115
model(50%),D,DE,-2.34690799243313,-4.13146310067421
model(50%),D,DE,-3.94421373922597,-6.02173321374042
model(50%),D,DE,-5.10423333865325,-7.39451383746957
model(50%),D,DE,-1.30224479174201,-2.89519657471234
model(50%),C,BC,-3.13123255483812,-5.05964186809848
model(50%),D,DE,-3.48961126331429,-5.48375138072746
model(50%),C,BC,-4.19244432541288,-6.31549216324659
model(50%),D,DE,-5.1108891904089,-7.40239044949326
model(50%),D,DE,-1.00195737604939,-2.53983297049733
model(50%),D,DE,-2.40481792563031,-4.19999438605403
model(50%),D,DE,-4.42289905245637,-6.58821495524793
model(50%),D,DE,-1.45217225607667,-3.07262247174466
model(50%),D,DE,-4.10279006014331,-6.20939426778215
model(50%),C,BC,-2.95324873904206,-4.84901375993303
model(50%),D,DE,-3.25999669090218,-5.21202283744352
model(50%),C,DE,-3.48414326242208,-5.47728048516753
model(50%),D,DE,-1.25609295313555,-2.84057995459686
model(50%),C,BC,-3.84781831669071,-5.90765775472411
model(50%),C,DE,-3.06498606279076,-4.98124500246144
model(50%),D,DE,-2.90360806314975,-4.79026840938255
model(50%),C,DE,-2.79054034636236,-4.65646276432996
model(50%),D,DE,-4.39949486309369,-6.5605181666014
model(50%),C,BC,-3.45347085870828,-5.44098240751239
model(50%),C,BC,-4.41607961989133,-6.5801447598006
model(50%),D,DE,-4.19744596311883,-6.32141115921272
model(50%),C,DE,-3.24558118596799,-5.19496336201336
model(50%),C,BC,-3.31323595079409,-5.27502679396061
model(50%),E,DE,-4.16339711800615,-6.28111736171643
model(50%),C,DE,-4.5075423989472,-6.68838287141725
model(50%),C,BC,-4.39904077370888,-6.55998079196634
model(50%),C,BC,-3.69832861993416,-5.73074991691184
model(50%),C,BC,-4.4762499226774,-6.65135099272064
model(50%),C,BC,-2.25157432364237,-4.01864413333125
model(50%),C,DE,-4.35084839490308,-6.50294937295525
model(50%),D,DE,-1.32959106250586,-2.92755846812724
model(50%),C,BC,-2.86960011217198,-4.75002300647897
model(50%),C,BC,-5.18318848729825,-7.4879502744548
model(50%),C,DE,-5.0148222455857,-7.28870371480425
model(50%),B,AB,-4.3527851726317,-6.50524137814174
model(50%),C,BC,-3.6810896685073,-5.71034914221468
model(50%),D,DE,-4.29007986085068,-6.43103518622879
model(50%),C,BC,-1.24907423513307,-2.8322739224557
model(50%),C,DE,-1.23980467567053,-2.82130421847228
model(50%),C,BC,-3.35903477036911,-5.3292256472673
model(50%),D,DE,-3.41539533285222,-5.39592338940674
model(50%),C,BC,-3.71587115721515,-5.75150995862344
model(50%),C,BC,-3.16992076414142,-5.10542594288874
model(50%),C,BC,-4.6481927160797,-6.85483008504725
model(50%),D,DE,-5.51527561821175,-7.88094602981353
model(50%),D,DE,-4.00433557458788,-6.09288208974959
model(50%),D,DE,-1.57163706213788,-3.21399850630422
model(50%),D,DE,-2.20297575757143,-3.96113202760809
model(50%),D,DE,-3.75090528028695,-5.7929697454633
model(50%),D,DE,-3.57432144234253,-5.58399838729528
model(50%),C,DE,-2.20264264207924,-3.96073781487809
model(50%),C,DE,-1.87002150924399,-3.56711011546292
model(50%),D,DE,-3.85008848535915,-5.91034429860851
model(50%),D,DE,-2.2445009882726,-4.01027346636533
model(50%),D,DE,-1.10414331169311,-2.66076098976407
model(50%),D,DE,-3.60479916769647,-5.62006608032554
model(50%),D,DE,-5.54625113988734,-7.9176028207739
model(50%),C,BC,-2.97219669631776,-4.87143699193719
model(50%),D,DE,-3.38755474188199,-5.36297651173677
model(50%),D,DE,-1.25613081112988,-2.84062475618565
model(50%),D,DE,-2.10125899245772,-3.84075923017825
model(50%),D,DE,-4.13745391287235,-6.25041587241169
model(50%),D,DE,-2.63080678864918,-4.46743222286649
model(50%),D,DE,-3.46277605050014,-5.45199427920684
model(50%),C,BC,-4.14613908923555,-6.26069401066983
model(50%),C,DE,-4.07483917982017,-6.1763168724151
model(50%),D,DE,-3.30381266721503,-5.26387517107801
model(50%),C,DE,-2.23453980818621,-3.99848529052862
model(50%),D,DE,-3.88804273878447,-5.95525980151562
model(50%),C,DE,-2.92738373976787,-4.81840482034796
model(50%),C,DE,-5.48683731832791,-7.8472918164954
model(50%),C,BC,-1.42350610952866,-3.03869862204633
model(50%),C,DE,-2.33296613560213,-4.11496414589289
model(50%),D,DE,-4.49714065551674,-6.6760733278187
model(50%),D,DE,-5.45172958997268,-7.80574492431099
model(50%),C,BC,-2.04553587417093,-3.77481584688055
model(50%),C,BC,-4.04705724067213,-6.14343940399053
model(50%),E,DE,-3.54817419135513,-5.55305542776511
model(50%),D,DE,-2.37727112078799,-4.16739517828904
model(50%),D,DE,-3.13668072552743,-5.06608929636671
model(50%),C,BC,-2.63122301148737,-4.4679247857919
model(50%),D,DE,-4.29113020551404,-6.43227817626345
model(50%),D,DE,-3.44460271021397,-5.43048773791599
model(50%),D,DE,-3.88962662423422,-5.9571341898938
model(50%),C,DE,-3.4077281467982,-5.38684995266595
model(50%),C,DE,-4.12337043233879,-6.23374931850114
model(50%),C,BC,-2.86490268928197,-4.74446402184797
model(50%),C,DE,-2.69047299762474,-4.53804190533518
model(50%),C,DE,-3.78188922936164,-5.82963650950533
model(50%),C,BC,-3.65245473952999,-5.67646223575093
model(50%),D,DE,-2.53526055961155,-4.35436170926654
model(50%),D,DE,-4.69177500893834,-6.90640587497664
model(50%),D,DE,-4.09028098887739,-6.19459088802617
model(50%),C,BC,-3.83143439777056,-5.88826883539426
model(50%),C,DE,-3.38651241747983,-5.36174301297206
model(50%),C,DE,-4.60124664640455,-6.79927356269013
model(50%),D,DE,-4.13073969943028,-6.24247019449262
model(50%),C,DE,-2.15138123323671,-3.90007447019079
model(50%),D,DE,-2.17138968787154,-3.92375270704732
model(50%),D,DE,-3.18434225616329,-5.12249250350778
model(50%),D,DE,-4.38070055594762,-6.53827676593948
model(50%),C,BC,-4.67780327900755,-6.88987156802317
model(50%),D,DE,-2.43780956337431,-4.23903707211072
model(50%),D,DE,-3.12722793607334,-5.05490275589001
model(50%),C,DE,-4.72657217274558,-6.94758524147949
model(50%),D,DE,-3.58769548915161,-5.59982538912303
model(50%),D,DE,-3.50611982747405,-5.5032878066769
model(50%),D,DE,-3.28145209660185,-5.23741341294181
model(50%),C,BC,-4.82701185798748,-7.06644672780404
model(50%),C,DE,-5.76549641670006,-8.17706021959824
model(50%),D,DE,-4.0422578207053,-6.13775971483798
model(50%),C,DE,-2.11626599204524,-3.858518687229
model(50%),D,DE,-2.23911440283686,-4.00389891879915
model(50%),D,DE,-3.3647685923574,-5.33601111858979
model(50%),C,BC,-2.02000431004549,-3.74460149831074
model(50%),D,DE,-3.66268667834346,-5.68857083059988
model(50%),C,BC,-5.1885924587678,-7.49434539685466
model(50%),C,BC,-5.0736606323931,-7.35833374293529
model(50%),C,BC,-3.6595536844878,-5.68486320939983
model(50%),C,BC,-3.07724025323356,-4.99574675330053
model(50%),B,AB,-4.44531983650326,-6.6147479706587
model(50%),C,BC,-4.06244139130429,-6.16164518595385
model(50%),B,BC,-4.68582046438125,-6.89935919801089
model(50%),C,BC,-4.1222042189789,-6.23236920810958
model(50%),C,BC,-1.82090887659857,-3.50898965740407
model(50%),C,BC,-2.94803341865137,-4.84284188940394
model(50%),D,DE,-3.36318048843892,-5.33413173802688
model(50%),C,BC,-3.6467808555343,-5.6697476957428
model(50%),B,BC,-3.90984957285617,-5.98106626141793
model(50%),C,DE,-4.82234496410963,-7.06092387155948
model(50%),C,BC,-4.27797250224639,-6.41670719788729
